"Tabela 7133 - Pessoas de 25 anos ou mais de idade, por sexo e grupos de anos de estudo",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
GR,5,Centro-Oeste,2023,Homens,12 anos ou mais,2923.0,Mil pessoas
GR,5,Centro-Oeste,2023,Mulheres,Sem instrução ou menos de 5 anos,634.0,Mil pessoas
GR,5,Centro-Oeste,2023,Mulheres,5 a 8 anos,894.0,Mil pessoas
GR,5,Centro-Oeste,2023,Mulheres,9 a 11 anos,632.0,Mil pessoas
GR,5,Centro-Oeste,2023,Mulheres,12 anos ou mais,3369.0,Mil pessoas
GR,5,Centro-Oeste,2024,Homens,Sem instrução ou menos de 5 anos,620.0,Mil pessoas
GR,5,Centro-Oeste,2024,Homens,5 a 8 anos,961.0,Mil pessoas
GR,5,Centro-Oeste,2024,Homens,9 a 11 anos,685.0,Mil pessoas
GR,5,Centro-Oeste,2024,Homens,12 anos ou mais,3028.0,Mil pessoas
GR,5,Centro-Oeste,2024,Mulheres,Sem instrução ou menos de 5 anos,596.0,Mil pessoas
GR,5,Centro-Oeste,2024,Mulheres,5 a 8 anos,867.0,Mil pessoas
GR,5,Centro-Oeste,2024,Mulheres,9 a 11 anos,632.0,Mil pessoas
GR,5,Centro-Oeste,2024,Mulheres,12 anos ou mais,3570.0,Mil pessoas
UF,11,Rondônia,2016,Homens,Sem instrução ou menos de 5 anos,128.0,Mil pessoas
UF,11,Rondônia,2016,Homens,5 a 8 anos,123.0,Mil pessoas
UF,11,Rondônia,2016,Homens,9 a 11 anos,69.0,Mil pessoas
UF,11,Rondônia,2016,Homens,12 anos ou mais,153.0,Mil pessoas
UF,11,Rondônia,2016,Mulheres,Sem instrução ou menos de 5 anos,112.0,Mil pessoas
UF,11,Rondônia,2016,Mulheres,5 a 8 anos,105.0,Mil pessoas
UF,11,Rondônia,2016,Mulheres,9 a 11 anos,61.0,Mil pessoas
UF,11,Rondônia,2016,Mulheres,12 anos ou mais,195.0,Mil pessoas
UF,11,Rondônia,2017,Homens,Sem instrução ou menos de 5 anos,110.0,Mil pessoas
UF,11,Rondônia,2017,Homens,5 a 8 anos,143.0,Mil pessoas
UF,11,Rondônia,2017,Homens,9 a 11 anos,75.0,Mil pessoas
UF,11,Rondônia,2017,Homens,12 anos ou mais,166.0,Mil pessoas
UF,11,Rondônia,2017,Mulheres,Sem instrução ou menos de 5 anos,102.0,Mil pessoas
UF,11,Rondônia,2017,Mulheres,5 a 8 anos,124.0,Mil pessoas
UF,11,Rondônia,2017,Mulheres,9 a 11 anos,57.0,Mil pessoas
UF,11,Rondônia,2017,Mulheres,12 anos ou mais,215.0,Mil pessoas
UF,11,Rondônia,2018,Homens,Sem instrução ou menos de 5 anos,102.0,Mil pessoas
UF,11,Rondônia,2018,Homens,5 a 8 anos,146.0,Mil pessoas
UF,11,Rondônia,2018,Homens,9 a 11 anos,74.0,Mil pessoas
UF,11,Rondônia,2018,Homens,12 anos ou mais,187.0,Mil pessoas
UF,11,Rondônia,2018,Mulheres,Sem instrução ou menos de 5 anos,99.0,Mil pessoas
UF,11,Rondônia,2018,Mulheres,5 a 8 anos,126.0,Mil pessoas
UF,11,Rondônia,2018,Mulheres,9 a 11 anos,61.0,Mil pessoas
UF,11,Rondônia,2018,Mulheres,12 anos ou mais,217.0,Mil pessoas
UF,11,Rondônia,2019,Homens,Sem instrução ou menos de 5 anos,92.0,Mil pessoas
UF,11,Rondônia,2019,Homens,5 a 8 anos,152.0,Mil pessoas
UF,11,Rondônia,2019,Homens,9 a 11 anos,68.0,Mil pessoas
UF,11,Rondônia,2019,Homens,12 anos ou mais,205.0,Mil pessoas
UF,11,Rondônia,2019,Mulheres,Sem instrução ou menos de 5 anos,100.0,Mil pessoas
UF,11,Rondônia,2019,Mulheres,5 a 8 anos,121.0,Mil pessoas
UF,11,Rondônia,2019,Mulheres,9 a 11 anos,60.0,Mil pessoas
UF,11,Rondônia,2019,Mulheres,12 anos ou mais,232.0,Mil pessoas
UF,11,Rondônia,2022,Homens,Sem instrução ou menos de 5 anos,107.0,Mil pessoas
UF,11,Rondônia,2022,Homens,5 a 8 anos,138.0,Mil pessoas
UF,11,Rondônia,2022,Homens,9 a 11 anos,73.0,Mil pessoas
UF,11,Rondônia,2022,Homens,12 anos ou mais,229.0,Mil pessoas
UF,11,Rondônia,2022,Mulheres,Sem instrução ou menos de 5 anos,97.0,Mil pessoas
UF,11,Rondônia,2022,Mulheres,5 a 8 anos,122.0,Mil pessoas
UF,11,Rondônia,2022,Mulheres,9 a 11 anos,60.0,Mil pessoas
UF,11,Rondônia,2022,Mulheres,12 anos ou mais,296.0,Mil pessoas
UF,11,Rondônia,2023,Homens,Sem instrução ou menos de 5 anos,120.0,Mil pessoas
UF,11,Rondônia,2023,Homens,5 a 8 anos,136.0,Mil pessoas
UF,11,Rondônia,2023,Homens,9 a 11 anos,86.0,Mil pessoas
UF,11,Rondônia,2023,Homens,12 anos ou mais,236.0,Mil pessoas
UF,11,Rondônia,2023,Mulheres,Sem instrução ou menos de 5 anos,114.0,Mil pessoas
UF,11,Rondônia,2023,Mulheres,5 a 8 anos,116.0,Mil pessoas
UF,11,Rondônia,2023,Mulheres,9 a 11 anos,65.0,Mil pessoas
UF,11,Rondônia,2023,Mulheres,12 anos ou mais,299.0,Mil pessoas
UF,11,Rondônia,2024,Homens,Sem instrução ou menos de 5 anos,124.0,Mil pessoas
UF,11,Rondônia,2024,Homens,5 a 8 anos,114.0,Mil pessoas
UF,11,Rondônia,2024,Homens,9 a 11 anos,73.0,Mil pessoas
UF,11,Rondônia,2024,Homens,12 anos ou mais,266.0,Mil pessoas
UF,11,Rondônia,2024,Mulheres,Sem instrução ou menos de 5 anos,116.0,Mil pessoas
UF,11,Rondônia,2024,Mulheres,5 a 8 anos,106.0,Mil pessoas
UF,11,Rondônia,2024,Mulheres,9 a 11 anos,57.0,Mil pessoas
UF,11,Rondônia,2024,Mulheres,12 anos ou mais,326.0,Mil pessoas
UF,12,Acre,2016,Homens,Sem instrução ou menos de 5 anos,66.0,Mil pessoas
UF,12,Acre,2016,Homens,5 a 8 anos,38.0,Mil pessoas
UF,12,Acre,2016,Homens,9 a 11 anos,24.0,Mil pessoas
UF,12,Acre,2016,Homens,12 anos ou mais,71.0,Mil pessoas
UF,12,Acre,2016,Mulheres,Sem instrução ou menos de 5 anos,59.0,Mil pessoas
UF,12,Acre,2016,Mulheres,5 a 8 anos,34.0,Mil pessoas
UF,12,Acre,2016,Mulheres,9 a 11 anos,22.0,Mil pessoas
UF,12,Acre,2016,Mulheres,12 anos ou mais,96.0,Mil pessoas
UF,12,Acre,2017,Homens,Sem instrução ou menos de 5 anos,59.0,Mil pessoas
UF,12,Acre,2017,Homens,5 a 8 anos,45.0,Mil pessoas
UF,12,Acre,2017,Homens,9 a 11 anos,25.0,Mil pessoas
UF,12,Acre,2017,Homens,12 anos ou mais,76.0,Mil pessoas
UF,12,Acre,2017,Mulheres,Sem instrução ou menos de 5 anos,54.0,Mil pessoas
UF,12,Acre,2017,Mulheres,5 a 8 anos,38.0,Mil pessoas
UF,12,Acre,2017,Mulheres,9 a 11 anos,24.0,Mil pessoas
UF,12,Acre,2017,Mulheres,12 anos ou mais,99.0,Mil pessoas
UF,12,Acre,2018,Homens,Sem instrução ou menos de 5 anos,61.0,Mil pessoas
UF,12,Acre,2018,Homens,5 a 8 anos,46.0,Mil pessoas
UF,12,Acre,2018,Homens,9 a 11 anos,25.0,Mil pessoas
UF,12,Acre,2018,Homens,12 anos ou mais,82.0,Mil pessoas
UF,12,Acre,2018,Mulheres,Sem instrução ou menos de 5 anos,52.0,Mil pessoas
UF,12,Acre,2018,Mulheres,5 a 8 anos,43.0,Mil pessoas
UF,12,Acre,2018,Mulheres,9 a 11 anos,24.0,Mil pessoas
UF,12,Acre,2018,Mulheres,12 anos ou mais,103.0,Mil pessoas
UF,12,Acre,2019,Homens,Sem instrução ou menos de 5 anos,60.0,Mil pessoas
UF,12,Acre,2019,Homens,5 a 8 anos,46.0,Mil pessoas
UF,12,Acre,2019,Homens,9 a 11 anos,26.0,Mil pessoas
UF,12,Acre,2019,Homens,12 anos ou mais,92.0,Mil pessoas
UF,12,Acre,2019,Mulheres,Sem instrução ou menos de 5 anos,50.0,Mil pessoas
UF,12,Acre,2019,Mulheres,5 a 8 anos,42.0,Mil pessoas
UF,12,Acre,2019,Mulheres,9 a 11 anos,26.0,Mil pessoas
UF,12,Acre,2019,Mulheres,12 anos ou mais,114.0,Mil pessoas
UF,12,Acre,2022,Homens,Sem instrução ou menos de 5 anos,53.0,Mil pessoas
UF,12,Acre,2022,Homens,5 a 8 anos,47.0,Mil pessoas
UF,12,Acre,2022,Homens,9 a 11 anos,27.0,Mil pessoas
UF,12,Acre,2022,Homens,12 anos ou mais,113.0,Mil pessoas
UF,12,Acre,2022,Mulheres,Sem instrução ou menos de 5 anos,50.0,Mil pessoas
UF,12,Acre,2022,Mulheres,5 a 8 anos,39.0,Mil pessoas
UF,12,Acre,2022,Mulheres,9 a 11 anos,26.0,Mil pessoas
UF,12,Acre,2022,Mulheres,12 anos ou mais,142.0,Mil pessoas
UF,12,Acre,2023,Homens,Sem instrução ou menos de 5 anos,65.0,Mil pessoas
UF,12,Acre,2023,Homens,5 a 8 anos,36.0,Mil pessoas
UF,12,Acre,2023,Homens,9 a 11 anos,28.0,Mil pessoas
UF,12,Acre,2023,Homens,12 anos ou mais,112.0,Mil pessoas
UF,12,Acre,2023,Mulheres,Sem instrução ou menos de 5 anos,56.0,Mil pessoas
UF,12,Acre,2023,Mulheres,5 a 8 anos,37.0,Mil pessoas
UF,12,Acre,2023,Mulheres,9 a 11 anos,28.0,Mil pessoas
UF,12,Acre,2023,Mulheres,12 anos ou mais,139.0,Mil pessoas
UF,12,Acre,2024,Homens,Sem instrução ou menos de 5 anos,63.0,Mil pessoas
UF,12,Acre,2024,Homens,5 a 8 anos,37.0,Mil pessoas
UF,12,Acre,2024,Homens,9 a 11 anos,30.0,Mil pessoas
UF,12,Acre,2024,Homens,12 anos ou mais,119.0,Mil pessoas
UF,12,Acre,2024,Mulheres,Sem instrução ou menos de 5 anos,55.0,Mil pessoas
UF,12,Acre,2024,Mulheres,5 a 8 anos,38.0,Mil pessoas
UF,12,Acre,2024,Mulheres,9 a 11 anos,26.0,Mil pessoas
UF,12,Acre,2024,Mulheres,12 anos ou mais,144.0,Mil pessoas
UF,13,Amazonas,2016,Homens,Sem instrução ou menos de 5 anos,211.0,Mil pessoas
UF,13,Amazonas,2016,Homens,5 a 8 anos,185.0,Mil pessoas
UF,13,Amazonas,2016,Homens,9 a 11 anos,107.0,Mil pessoas
UF,13,Amazonas,2016,Homens,12 anos ou mais,446.0,Mil pessoas
UF,13,Amazonas,2016,Mulheres,Sem instrução ou menos de 5 anos,184.0,Mil pessoas
UF,13,Amazonas,2016,Mulheres,5 a 8 anos,162.0,Mil pessoas
UF,13,Amazonas,2016,Mulheres,9 a 11 anos,114.0,Mil pessoas
UF,13,Amazonas,2016,Mulheres,12 anos ou mais,496.0,Mil pessoas
UF,13,Amazonas,2017,Homens,Sem instrução ou menos de 5 anos,180.0,Mil pessoas
UF,13,Amazonas,2017,Homens,5 a 8 anos,215.0,Mil pessoas
UF,13,Amazonas,2017,Homens,9 a 11 anos,101.0,Mil pessoas
UF,13,Amazonas,2017,Homens,12 anos ou mais,479.0,Mil pessoas
UF,13,Amazonas,2017,Mulheres,Sem instrução ou menos de 5 anos,160.0,Mil pessoas
UF,13,Amazonas,2017,Mulheres,5 a 8 anos,182.0,Mil pessoas
UF,13,Amazonas,2017,Mulheres,9 a 11 anos,109.0,Mil pessoas
UF,13,Amazonas,2017,Mulheres,12 anos ou mais,547.0,Mil pessoas
UF,13,Amazonas,2018,Homens,Sem instrução ou menos de 5 anos,183.0,Mil pessoas
UF,13,Amazonas,2018,Homens,5 a 8 anos,220.0,Mil pessoas
UF,13,Amazonas,2018,Homens,9 a 11 anos,108.0,Mil pessoas
UF,13,Amazonas,2018,Homens,12 anos ou mais,530.0,Mil pessoas
UF,13,Amazonas,2018,Mulheres,Sem instrução ou menos de 5 anos,161.0,Mil pessoas
UF,13,Amazonas,2018,Mulheres,5 a 8 anos,201.0,Mil pessoas
UF,13,Amazonas,2018,Mulheres,9 a 11 anos,110.0,Mil pessoas
UF,13,Amazonas,2018,Mulheres,12 anos ou mais,579.0,Mil pessoas
UF,13,Amazonas,2019,Homens,Sem instrução ou menos de 5 anos,172.0,Mil pessoas
UF,13,Amazonas,2019,Homens,5 a 8 anos,217.0,Mil pessoas
UF,13,Amazonas,2019,Homens,9 a 11 anos,108.0,Mil pessoas
UF,13,Amazonas,2019,Homens,12 anos ou mais,536.0,Mil pessoas
UF,13,Amazonas,2019,Mulheres,Sem instrução ou menos de 5 anos,137.0,Mil pessoas
UF,13,Amazonas,2019,Mulheres,5 a 8 anos,197.0,Mil pessoas
UF,13,Amazonas,2019,Mulheres,9 a 11 anos,110.0,Mil pessoas
UF,13,Amazonas,2019,Mulheres,12 anos ou mais,606.0,Mil pessoas
UF,13,Amazonas,2022,Homens,Sem instrução ou menos de 5 anos,171.0,Mil pessoas
UF,13,Amazonas,2022,Homens,5 a 8 anos,201.0,Mil pessoas
UF,13,Amazonas,2022,Homens,9 a 11 anos,120.0,Mil pessoas
UF,13,Amazonas,2022,Homens,12 anos ou mais,616.0,Mil pessoas
UF,13,Amazonas,2022,Mulheres,Sem instrução ou menos de 5 anos,151.0,Mil pessoas
UF,13,Amazonas,2022,Mulheres,5 a 8 anos,176.0,Mil pessoas
UF,13,Amazonas,2022,Mulheres,9 a 11 anos,127.0,Mil pessoas
UF,13,Amazonas,2022,Mulheres,12 anos ou mais,711.0,Mil pessoas
UF,13,Amazonas,2023,Homens,Sem instrução ou menos de 5 anos,159.0,Mil pessoas
UF,13,Amazonas,2023,Homens,5 a 8 anos,204.0,Mil pessoas
UF,13,Amazonas,2023,Homens,9 a 11 anos,114.0,Mil pessoas
UF,13,Amazonas,2023,Homens,12 anos ou mais,652.0,Mil pessoas
UF,13,Amazonas,2023,Mulheres,Sem instrução ou menos de 5 anos,161.0,Mil pessoas
UF,13,Amazonas,2023,Mulheres,5 a 8 anos,177.0,Mil pessoas
UF,13,Amazonas,2023,Mulheres,9 a 11 anos,119.0,Mil pessoas
UF,13,Amazonas,2023,Mulheres,12 anos ou mais,713.0,Mil pessoas
UF,13,Amazonas,2024,Homens,Sem instrução ou menos de 5 anos,173.0,Mil pessoas
UF,13,Amazonas,2024,Homens,5 a 8 anos,191.0,Mil pessoas
UF,13,Amazonas,2024,Homens,9 a 11 anos,115.0,Mil pessoas
UF,13,Amazonas,2024,Homens,12 anos ou mais,699.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,Sem instrução ou menos de 5 anos,151.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,5 a 8 anos,166.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,9 a 11 anos,113.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,12 anos ou mais,783.0,Mil pessoas
UF,14,Roraima,2016,Homens,Sem instrução ou menos de 5 anos,26.0,Mil pessoas
UF,14,Roraima,2016,Homens,5 a 8 anos,21.0,Mil pessoas
UF,14,Roraima,2016,Homens,9 a 11 anos,12.0,Mil pessoas
UF,14,Roraima,2016,Homens,12 anos ou mais,60.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,Sem instrução ou menos de 5 anos,21.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,5 a 8 anos,16.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,9 a 11 anos,12.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,12 anos ou mais,71.0,Mil pessoas
UF,14,Roraima,2017,Homens,Sem instrução ou menos de 5 anos,19.0,Mil pessoas
UF,14,Roraima,2017,Homens,5 a 8 anos,25.0,Mil pessoas
UF,14,Roraima,2017,Homens,9 a 11 anos,16.0,Mil pessoas
UF,14,Roraima,2017,Homens,12 anos ou mais,65.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,Sem instrução ou menos de 5 anos,17.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,5 a 8 anos,20.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,9 a 11 anos,12.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,12 anos ou mais,78.0,Mil pessoas
UF,14,Roraima,2018,Homens,Sem instrução ou menos de 5 anos,23.0,Mil pessoas
UF,14,Roraima,2018,Homens,5 a 8 anos,27.0,Mil pessoas
UF,14,Roraima,2018,Homens,9 a 11 anos,16.0,Mil pessoas
UF,14,Roraima,2018,Homens,12 anos ou mais,68.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,Sem instrução ou menos de 5 anos,19.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,5 a 8 anos,20.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,9 a 11 anos,14.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,12 anos ou mais,86.0,Mil pessoas
UF,14,Roraima,2019,Homens,Sem instrução ou menos de 5 anos,21.0,Mil pessoas
UF,14,Roraima,2019,Homens,5 a 8 anos,25.0,Mil pessoas
UF,14,Roraima,2019,Homens,9 a 11 anos,17.0,Mil pessoas
UF,14,Roraima,2019,Homens,12 anos ou mais,79.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,Sem instrução ou menos de 5 anos,15.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,5 a 8 anos,19.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,9 a 11 anos,11.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,12 anos ou mais,90.0,Mil pessoas
UF,14,Roraima,2022,Homens,Sem instrução ou menos de 5 anos,22.0,Mil pessoas
UF,14,Roraima,2022,Homens,5 a 8 anos,23.0,Mil pessoas
UF,14,Roraima,2022,Homens,9 a 11 anos,19.0,Mil pessoas
UF,14,Roraima,2022,Homens,12 anos ou mais,97.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,Sem instrução ou menos de 5 anos,18.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,5 a 8 anos,21.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,9 a 11 anos,16.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,12 anos ou mais,108.0,Mil pessoas
UF,14,Roraima,2023,Homens,Sem instrução ou menos de 5 anos,23.0,Mil pessoas
UF,14,Roraima,2023,Homens,5 a 8 anos,23.0,Mil pessoas
UF,14,Roraima,2023,Homens,9 a 11 anos,22.0,Mil pessoas
UF,14,Roraima,2023,Homens,12 anos ou mais,94.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,Sem instrução ou menos de 5 anos,16.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,5 a 8 anos,20.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,9 a 11 anos,18.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,12 anos ou mais,113.0,Mil pessoas
UF,14,Roraima,2024,Homens,Sem instrução ou menos de 5 anos,21.0,Mil pessoas
UF,14,Roraima,2024,Homens,5 a 8 anos,28.0,Mil pessoas
UF,14,Roraima,2024,Homens,9 a 11 anos,21.0,Mil pessoas
UF,14,Roraima,2024,Homens,12 anos ou mais,96.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,Sem instrução ou menos de 5 anos,14.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,5 a 8 anos,19.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,9 a 11 anos,19.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,12 anos ou mais,119.0,Mil pessoas
UF,15,Pará,2016,Homens,Sem instrução ou menos de 5 anos,618.0,Mil pessoas
UF,15,Pará,2016,Homens,5 a 8 anos,548.0,Mil pessoas
UF,15,Pará,2016,Homens,9 a 11 anos,287.0,Mil pessoas
UF,15,Pará,2016,Homens,12 anos ou mais,705.0,Mil pessoas
UF,15,Pará,2016,Mulheres,Sem instrução ou menos de 5 anos,489.0,Mil pessoas
UF,15,Pará,2016,Mulheres,5 a 8 anos,501.0,Mil pessoas
UF,15,Pará,2016,Mulheres,9 a 11 anos,305.0,Mil pessoas
UF,15,Pará,2016,Mulheres,12 anos ou mais,937.0,Mil pessoas
UF,15,Pará,2017,Homens,Sem instrução ou menos de 5 anos,599.0,Mil pessoas
UF,15,Pará,2017,Homens,5 a 8 anos,537.0,Mil pessoas
UF,15,Pará,2017,Homens,9 a 11 anos,316.0,Mil pessoas
UF,15,Pará,2017,Homens,12 anos ou mais,734.0,Mil pessoas
UF,15,Pará,2017,Mulheres,Sem instrução ou menos de 5 anos,481.0,Mil pessoas
UF,15,Pará,2017,Mulheres,5 a 8 anos,506.0,Mil pessoas
UF,15,Pará,2017,Mulheres,9 a 11 anos,311.0,Mil pessoas
UF,15,Pará,2017,Mulheres,12 anos ou mais,1015.0,Mil pessoas
UF,15,Pará,2018,Homens,Sem instrução ou menos de 5 anos,584.0,Mil pessoas
UF,15,Pará,2018,Homens,5 a 8 anos,570.0,Mil pessoas
UF,15,Pará,2018,Homens,9 a 11 anos,327.0,Mil pessoas
UF,15,Pará,2018,Homens,12 anos ou mais,823.0,Mil pessoas
UF,15,Pará,2018,Mulheres,Sem instrução ou menos de 5 anos,452.0,Mil pessoas
UF,15,Pará,2018,Mulheres,5 a 8 anos,517.0,Mil pessoas
UF,15,Pará,2018,Mulheres,9 a 11 anos,297.0,Mil pessoas
UF,15,Pará,2018,Mulheres,12 anos ou mais,1073.0,Mil pessoas
UF,15,Pará,2019,Homens,Sem instrução ou menos de 5 anos,571.0,Mil pessoas
UF,15,Pará,2019,Homens,5 a 8 anos,547.0,Mil pessoas
UF,15,Pará,2019,Homens,9 a 11 anos,319.0,Mil pessoas
UF,15,Pará,2019,Homens,12 anos ou mais,854.0,Mil pessoas
UF,15,Pará,2019,Mulheres,Sem instrução ou menos de 5 anos,458.0,Mil pessoas
UF,15,Pará,2019,Mulheres,5 a 8 anos,501.0,Mil pessoas
UF,15,Pará,2019,Mulheres,9 a 11 anos,299.0,Mil pessoas
UF,15,Pará,2019,Mulheres,12 anos ou mais,1136.0,Mil pessoas
UF,15,Pará,2022,Homens,Sem instrução ou menos de 5 anos,569.0,Mil pessoas
UF,15,Pará,2022,Homens,5 a 8 anos,587.0,Mil pessoas
UF,15,Pará,2022,Homens,9 a 11 anos,331.0,Mil pessoas
UF,15,Pará,2022,Homens,12 anos ou mais,982.0,Mil pessoas
UF,15,Pará,2022,Mulheres,Sem instrução ou menos de 5 anos,449.0,Mil pessoas
UF,15,Pará,2022,Mulheres,5 a 8 anos,511.0,Mil pessoas
UF,15,Pará,2022,Mulheres,9 a 11 anos,325.0,Mil pessoas
UF,15,Pará,2022,Mulheres,12 anos ou mais,1256.0,Mil pessoas
UF,15,Pará,2023,Homens,Sem instrução ou menos de 5 anos,560.0,Mil pessoas
UF,15,Pará,2023,Homens,5 a 8 anos,535.0,Mil pessoas
UF,15,Pará,2023,Homens,9 a 11 anos,327.0,Mil pessoas
UF,15,Pará,2023,Homens,12 anos ou mais,1077.0,Mil pessoas
UF,15,Pará,2023,Mulheres,Sem instrução ou menos de 5 anos,441.0,Mil pessoas
UF,15,Pará,2023,Mulheres,5 a 8 anos,508.0,Mil pessoas
UF,15,Pará,2023,Mulheres,9 a 11 anos,329.0,Mil pessoas
UF,15,Pará,2023,Mulheres,12 anos ou mais,1361.0,Mil pessoas
UF,15,Pará,2024,Homens,Sem instrução ou menos de 5 anos,538.0,Mil pessoas
UF,15,Pará,2024,Homens,5 a 8 anos,518.0,Mil pessoas
UF,15,Pará,2024,Homens,9 a 11 anos,361.0,Mil pessoas
UF,15,Pará,2024,Homens,12 anos ou mais,1143.0,Mil pessoas
UF,15,Pará,2024,Mulheres,Sem instrução ou menos de 5 anos,434.0,Mil pessoas
UF,15,Pará,2024,Mulheres,5 a 8 anos,456.0,Mil pessoas
UF,15,Pará,2024,Mulheres,9 a 11 anos,343.0,Mil pessoas
UF,15,Pará,2024,Mulheres,12 anos ou mais,1469.0,Mil pessoas
UF,16,Amapá,2016,Homens,Sem instrução ou menos de 5 anos,33.0,Mil pessoas
UF,16,Amapá,2016,Homens,5 a 8 anos,37.0,Mil pessoas
UF,16,Amapá,2016,Homens,9 a 11 anos,21.0,Mil pessoas
UF,16,Amapá,2016,Homens,12 anos ou mais,97.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,Sem instrução ou menos de 5 anos,32.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,5 a 8 anos,30.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,9 a 11 anos,20.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,12 anos ou mais,118.0,Mil pessoas
UF,16,Amapá,2017,Homens,Sem instrução ou menos de 5 anos,33.0,Mil pessoas
UF,16,Amapá,2017,Homens,5 a 8 anos,38.0,Mil pessoas
UF,16,Amapá,2017,Homens,9 a 11 anos,31.0,Mil pessoas
UF,16,Amapá,2017,Homens,12 anos ou mais,96.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,Sem instrução ou menos de 5 anos,27.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,5 a 8 anos,32.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,9 a 11 anos,22.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,12 anos ou mais,123.0,Mil pessoas
UF,16,Amapá,2018,Homens,Sem instrução ou menos de 5 anos,34.0,Mil pessoas
UF,16,Amapá,2018,Homens,5 a 8 anos,46.0,Mil pessoas
UF,16,Amapá,2018,Homens,9 a 11 anos,24.0,Mil pessoas
UF,16,Amapá,2018,Homens,12 anos ou mais,101.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,Sem instrução ou menos de 5 anos,33.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,5 a 8 anos,35.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,9 a 11 anos,24.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,12 anos ou mais,128.0,Mil pessoas
UF,16,Amapá,2019,Homens,Sem instrução ou menos de 5 anos,40.0,Mil pessoas
UF,16,Amapá,2019,Homens,5 a 8 anos,35.0,Mil pessoas
UF,16,Amapá,2019,Homens,9 a 11 anos,28.0,Mil pessoas
UF,16,Amapá,2019,Homens,12 anos ou mais,109.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,Sem instrução ou menos de 5 anos,35.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,5 a 8 anos,32.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,9 a 11 anos,22.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,12 anos ou mais,139.0,Mil pessoas
UF,16,Amapá,2022,Homens,Sem instrução ou menos de 5 anos,35.0,Mil pessoas
UF,16,Amapá,2022,Homens,5 a 8 anos,39.0,Mil pessoas
UF,16,Amapá,2022,Homens,9 a 11 anos,26.0,Mil pessoas
UF,16,Amapá,2022,Homens,12 anos ou mais,139.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,Sem instrução ou menos de 5 anos,34.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,5 a 8 anos,30.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,9 a 11 anos,25.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,12 anos ou mais,157.0,Mil pessoas
UF,16,Amapá,2023,Homens,Sem instrução ou menos de 5 anos,31.0,Mil pessoas
UF,16,Amapá,2023,Homens,5 a 8 anos,41.0,Mil pessoas
UF,16,Amapá,2023,Homens,9 a 11 anos,26.0,Mil pessoas
UF,16,Amapá,2023,Homens,12 anos ou mais,148.0,Mil pessoas
