"Tabela 7111 - Pessoas de 15 anos ou mais, analfabetas, por sexo e grupo de idade",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
UF,13,Amazonas,2024,Mulheres,18 anos ou mais,77.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,25 anos ou mais,75.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,40 anos ou mais,71.0,Mil pessoas
UF,13,Amazonas,2024,Mulheres,60 anos ou mais,45.0,Mil pessoas
UF,14,Roraima,2016,Total,15 anos ou mais,21.0,Mil pessoas
UF,14,Roraima,2016,Total,18 anos ou mais,20.0,Mil pessoas
UF,14,Roraima,2016,Total,25 anos ou mais,19.0,Mil pessoas
UF,14,Roraima,2016,Total,40 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2016,Total,60 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2016,Homens,15 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2016,Homens,18 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2016,Homens,25 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2016,Homens,40 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2016,Homens,60 anos ou mais,4.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,15 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,18 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,25 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,40 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2016,Mulheres,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2017,Total,15 anos ou mais,20.0,Mil pessoas
UF,14,Roraima,2017,Total,18 anos ou mais,20.0,Mil pessoas
UF,14,Roraima,2017,Total,25 anos ou mais,19.0,Mil pessoas
UF,14,Roraima,2017,Total,40 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2017,Total,60 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2017,Homens,15 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2017,Homens,18 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2017,Homens,25 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2017,Homens,40 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2017,Homens,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,15 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,18 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,25 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,40 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2017,Mulheres,60 anos ou mais,6.0,Mil pessoas
UF,14,Roraima,2018,Total,15 anos ou mais,21.0,Mil pessoas
UF,14,Roraima,2018,Total,18 anos ou mais,21.0,Mil pessoas
UF,14,Roraima,2018,Total,25 anos ou mais,20.0,Mil pessoas
UF,14,Roraima,2018,Total,40 anos ou mais,18.0,Mil pessoas
UF,14,Roraima,2018,Total,60 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2018,Homens,15 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2018,Homens,18 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2018,Homens,25 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2018,Homens,40 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2018,Homens,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,15 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,18 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,25 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,40 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2018,Mulheres,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2019,Total,15 anos ou mais,18.0,Mil pessoas
UF,14,Roraima,2019,Total,18 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2019,Total,25 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2019,Total,40 anos ou mais,15.0,Mil pessoas
UF,14,Roraima,2019,Total,60 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2019,Homens,15 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2019,Homens,18 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2019,Homens,25 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2019,Homens,40 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2019,Homens,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,15 anos ou mais,7.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,18 anos ou mais,7.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,25 anos ou mais,7.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,40 anos ou mais,7.0,Mil pessoas
UF,14,Roraima,2019,Mulheres,60 anos ou mais,4.0,Mil pessoas
UF,14,Roraima,2022,Total,15 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2022,Total,18 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2022,Total,25 anos ou mais,16.0,Mil pessoas
UF,14,Roraima,2022,Total,40 anos ou mais,16.0,Mil pessoas
UF,14,Roraima,2022,Total,60 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2022,Homens,15 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2022,Homens,18 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2022,Homens,25 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2022,Homens,40 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2022,Homens,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,15 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,18 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,25 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,40 anos ou mais,7.0,Mil pessoas
UF,14,Roraima,2022,Mulheres,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2023,Total,15 anos ou mais,18.0,Mil pessoas
UF,14,Roraima,2023,Total,18 anos ou mais,18.0,Mil pessoas
UF,14,Roraima,2023,Total,25 anos ou mais,18.0,Mil pessoas
UF,14,Roraima,2023,Total,40 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2023,Total,60 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2023,Homens,15 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2023,Homens,18 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2023,Homens,25 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2023,Homens,40 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2023,Homens,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,15 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,18 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,25 anos ou mais,8.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,40 anos ou mais,7.0,Mil pessoas
UF,14,Roraima,2023,Mulheres,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2024,Total,15 anos ou mais,18.0,Mil pessoas
UF,14,Roraima,2024,Total,18 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2024,Total,25 anos ou mais,17.0,Mil pessoas
UF,14,Roraima,2024,Total,40 anos ou mais,16.0,Mil pessoas
UF,14,Roraima,2024,Total,60 anos ou mais,9.0,Mil pessoas
UF,14,Roraima,2024,Homens,15 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2024,Homens,18 anos ou mais,11.0,Mil pessoas
UF,14,Roraima,2024,Homens,25 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2024,Homens,40 anos ou mais,10.0,Mil pessoas
UF,14,Roraima,2024,Homens,60 anos ou mais,5.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,15 anos ou mais,6.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,18 anos ou mais,6.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,25 anos ou mais,6.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,40 anos ou mais,6.0,Mil pessoas
UF,14,Roraima,2024,Mulheres,60 anos ou mais,4.0,Mil pessoas
UF,15,Pará,2016,Total,15 anos ou mais,516.0,Mil pessoas
UF,15,Pará,2016,Total,18 anos ou mais,511.0,Mil pessoas
UF,15,Pará,2016,Total,25 anos ou mais,497.0,Mil pessoas
UF,15,Pará,2016,Total,40 anos ou mais,424.0,Mil pessoas
UF,15,Pará,2016,Total,60 anos ou mais,222.0,Mil pessoas
UF,15,Pará,2016,Homens,15 anos ou mais,290.0,Mil pessoas
UF,15,Pará,2016,Homens,18 anos ou mais,286.0,Mil pessoas
UF,15,Pará,2016,Homens,25 anos ou mais,276.0,Mil pessoas
UF,15,Pará,2016,Homens,40 anos ou mais,223.0,Mil pessoas
UF,15,Pará,2016,Homens,60 anos ou mais,109.0,Mil pessoas
UF,15,Pará,2016,Mulheres,15 anos ou mais,226.0,Mil pessoas
UF,15,Pará,2016,Mulheres,18 anos ou mais,225.0,Mil pessoas
UF,15,Pará,2016,Mulheres,25 anos ou mais,220.0,Mil pessoas
UF,15,Pará,2016,Mulheres,40 anos ou mais,201.0,Mil pessoas
UF,15,Pará,2016,Mulheres,60 anos ou mais,113.0,Mil pessoas
UF,15,Pará,2017,Total,15 anos ou mais,499.0,Mil pessoas
UF,15,Pará,2017,Total,18 anos ou mais,496.0,Mil pessoas
UF,15,Pará,2017,Total,25 anos ou mais,476.0,Mil pessoas
UF,15,Pará,2017,Total,40 anos ou mais,400.0,Mil pessoas
UF,15,Pará,2017,Total,60 anos ou mais,204.0,Mil pessoas
UF,15,Pará,2017,Homens,15 anos ou mais,276.0,Mil pessoas
UF,15,Pará,2017,Homens,18 anos ou mais,274.0,Mil pessoas
UF,15,Pará,2017,Homens,25 anos ou mais,261.0,Mil pessoas
UF,15,Pará,2017,Homens,40 anos ou mais,210.0,Mil pessoas
UF,15,Pará,2017,Homens,60 anos ou mais,96.0,Mil pessoas
UF,15,Pará,2017,Mulheres,15 anos ou mais,223.0,Mil pessoas
UF,15,Pará,2017,Mulheres,18 anos ou mais,222.0,Mil pessoas
UF,15,Pará,2017,Mulheres,25 anos ou mais,214.0,Mil pessoas
UF,15,Pará,2017,Mulheres,40 anos ou mais,190.0,Mil pessoas
UF,15,Pará,2017,Mulheres,60 anos ou mais,108.0,Mil pessoas
UF,15,Pará,2018,Total,15 anos ou mais,510.0,Mil pessoas
UF,15,Pará,2018,Total,18 anos ou mais,507.0,Mil pessoas
UF,15,Pará,2018,Total,25 anos ou mais,489.0,Mil pessoas
UF,15,Pará,2018,Total,40 anos ou mais,425.0,Mil pessoas
UF,15,Pará,2018,Total,60 anos ou mais,218.0,Mil pessoas
UF,15,Pará,2018,Homens,15 anos ou mais,284.0,Mil pessoas
UF,15,Pará,2018,Homens,18 anos ou mais,282.0,Mil pessoas
UF,15,Pará,2018,Homens,25 anos ou mais,270.0,Mil pessoas
UF,15,Pará,2018,Homens,40 anos ou mais,224.0,Mil pessoas
UF,15,Pará,2018,Homens,60 anos ou mais,102.0,Mil pessoas
UF,15,Pará,2018,Mulheres,15 anos ou mais,226.0,Mil pessoas
UF,15,Pará,2018,Mulheres,18 anos ou mais,224.0,Mil pessoas
UF,15,Pará,2018,Mulheres,25 anos ou mais,219.0,Mil pessoas
UF,15,Pará,2018,Mulheres,40 anos ou mais,201.0,Mil pessoas
UF,15,Pará,2018,Mulheres,60 anos ou mais,116.0,Mil pessoas
UF,15,Pará,2019,Total,15 anos ou mais,491.0,Mil pessoas
UF,15,Pará,2019,Total,18 anos ou mais,487.0,Mil pessoas
UF,15,Pará,2019,Total,25 anos ou mais,470.0,Mil pessoas
UF,15,Pará,2019,Total,40 anos ou mais,392.0,Mil pessoas
UF,15,Pará,2019,Total,60 anos ou mais,215.0,Mil pessoas
UF,15,Pará,2019,Homens,15 anos ou mais,270.0,Mil pessoas
UF,15,Pará,2019,Homens,18 anos ou mais,267.0,Mil pessoas
UF,15,Pará,2019,Homens,25 anos ou mais,259.0,Mil pessoas
UF,15,Pará,2019,Homens,40 anos ou mais,205.0,Mil pessoas
UF,15,Pará,2019,Homens,60 anos ou mais,103.0,Mil pessoas
UF,15,Pará,2019,Mulheres,15 anos ou mais,222.0,Mil pessoas
UF,15,Pará,2019,Mulheres,18 anos ou mais,220.0,Mil pessoas
UF,15,Pará,2019,Mulheres,25 anos ou mais,211.0,Mil pessoas
UF,15,Pará,2019,Mulheres,40 anos ou mais,186.0,Mil pessoas
UF,15,Pará,2019,Mulheres,60 anos ou mais,112.0,Mil pessoas
UF,15,Pará,2022,Total,15 anos ou mais,491.0,Mil pessoas
UF,15,Pará,2022,Total,18 anos ou mais,488.0,Mil pessoas
UF,15,Pará,2022,Total,25 anos ou mais,476.0,Mil pessoas
UF,15,Pará,2022,Total,40 anos ou mais,414.0,Mil pessoas
UF,15,Pará,2022,Total,60 anos ou mais,239.0,Mil pessoas
UF,15,Pará,2022,Homens,15 anos ou mais,271.0,Mil pessoas
UF,15,Pará,2022,Homens,18 anos ou mais,269.0,Mil pessoas
UF,15,Pará,2022,Homens,25 anos ou mais,261.0,Mil pessoas
UF,15,Pará,2022,Homens,40 anos ou mais,223.0,Mil pessoas
UF,15,Pará,2022,Homens,60 anos ou mais,120.0,Mil pessoas
UF,15,Pará,2022,Mulheres,15 anos ou mais,220.0,Mil pessoas
UF,15,Pará,2022,Mulheres,18 anos ou mais,220.0,Mil pessoas
UF,15,Pará,2022,Mulheres,25 anos ou mais,215.0,Mil pessoas
UF,15,Pará,2022,Mulheres,40 anos ou mais,192.0,Mil pessoas
UF,15,Pará,2022,Mulheres,60 anos ou mais,119.0,Mil pessoas
UF,15,Pará,2023,Total,15 anos ou mais,463.0,Mil pessoas
UF,15,Pará,2023,Total,18 anos ou mais,462.0,Mil pessoas
UF,15,Pará,2023,Total,25 anos ou mais,452.0,Mil pessoas
UF,15,Pará,2023,Total,40 anos ou mais,396.0,Mil pessoas
UF,15,Pará,2023,Total,60 anos ou mais,202.0,Mil pessoas
UF,15,Pará,2023,Homens,15 anos ou mais,252.0,Mil pessoas
UF,15,Pará,2023,Homens,18 anos ou mais,251.0,Mil pessoas
UF,15,Pará,2023,Homens,25 anos ou mais,244.0,Mil pessoas
UF,15,Pará,2023,Homens,40 anos ou mais,209.0,Mil pessoas
UF,15,Pará,2023,Homens,60 anos ou mais,102.0,Mil pessoas
UF,15,Pará,2023,Mulheres,15 anos ou mais,212.0,Mil pessoas
UF,15,Pará,2023,Mulheres,18 anos ou mais,210.0,Mil pessoas
UF,15,Pará,2023,Mulheres,25 anos ou mais,208.0,Mil pessoas
UF,15,Pará,2023,Mulheres,40 anos ou mais,187.0,Mil pessoas
UF,15,Pará,2023,Mulheres,60 anos ou mais,100.0,Mil pessoas
UF,15,Pará,2024,Total,15 anos ou mais,444.0,Mil pessoas
UF,15,Pará,2024,Total,18 anos ou mais,440.0,Mil pessoas
UF,15,Pará,2024,Total,25 anos ou mais,432.0,Mil pessoas
UF,15,Pará,2024,Total,40 anos ou mais,389.0,Mil pessoas
UF,15,Pará,2024,Total,60 anos ou mais,217.0,Mil pessoas
UF,15,Pará,2024,Homens,15 anos ou mais,256.0,Mil pessoas
UF,15,Pará,2024,Homens,18 anos ou mais,254.0,Mil pessoas
UF,15,Pará,2024,Homens,25 anos ou mais,248.0,Mil pessoas
UF,15,Pará,2024,Homens,40 anos ou mais,217.0,Mil pessoas
UF,15,Pará,2024,Homens,60 anos ou mais,112.0,Mil pessoas
UF,15,Pará,2024,Mulheres,15 anos ou mais,189.0,Mil pessoas
UF,15,Pará,2024,Mulheres,18 anos ou mais,186.0,Mil pessoas
UF,15,Pará,2024,Mulheres,25 anos ou mais,184.0,Mil pessoas
UF,15,Pará,2024,Mulheres,40 anos ou mais,172.0,Mil pessoas
UF,15,Pará,2024,Mulheres,60 anos ou mais,105.0,Mil pessoas
UF,16,Amapá,2016,Total,15 anos ou mais,25.0,Mil pessoas
UF,16,Amapá,2016,Total,18 anos ou mais,25.0,Mil pessoas
UF,16,Amapá,2016,Total,25 anos ou mais,24.0,Mil pessoas
UF,16,Amapá,2016,Total,40 anos ou mais,20.0,Mil pessoas
UF,16,Amapá,2016,Total,60 anos ou mais,10.0,Mil pessoas
UF,16,Amapá,2016,Homens,15 anos ou mais,11.0,Mil pessoas
UF,16,Amapá,2016,Homens,18 anos ou mais,11.0,Mil pessoas
UF,16,Amapá,2016,Homens,25 anos ou mais,10.0,Mil pessoas
UF,16,Amapá,2016,Homens,40 anos ou mais,9.0,Mil pessoas
UF,16,Amapá,2016,Homens,60 anos ou mais,5.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,15 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,18 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,25 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,40 anos ou mais,11.0,Mil pessoas
UF,16,Amapá,2016,Mulheres,60 anos ou mais,6.0,Mil pessoas
UF,16,Amapá,2017,Total,15 anos ou mais,28.0,Mil pessoas
UF,16,Amapá,2017,Total,18 anos ou mais,28.0,Mil pessoas
UF,16,Amapá,2017,Total,25 anos ou mais,26.0,Mil pessoas
UF,16,Amapá,2017,Total,40 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2017,Total,60 anos ou mais,10.0,Mil pessoas
UF,16,Amapá,2017,Homens,15 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2017,Homens,18 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2017,Homens,25 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2017,Homens,40 anos ou mais,8.0,Mil pessoas
UF,16,Amapá,2017,Homens,60 anos ou mais,3.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,15 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,18 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,25 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,40 anos ou mais,11.0,Mil pessoas
UF,16,Amapá,2017,Mulheres,60 anos ou mais,7.0,Mil pessoas
UF,16,Amapá,2018,Total,15 anos ou mais,34.0,Mil pessoas
UF,16,Amapá,2018,Total,18 anos ou mais,33.0,Mil pessoas
UF,16,Amapá,2018,Total,25 anos ou mais,33.0,Mil pessoas
UF,16,Amapá,2018,Total,40 anos ou mais,30.0,Mil pessoas
UF,16,Amapá,2018,Total,60 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2018,Homens,15 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2018,Homens,18 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2018,Homens,25 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2018,Homens,40 anos ou mais,14.0,Mil pessoas
UF,16,Amapá,2018,Homens,60 anos ou mais,7.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,15 anos ou mais,18.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,18 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,25 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,40 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2018,Mulheres,60 anos ou mais,10.0,Mil pessoas
UF,16,Amapá,2019,Total,15 anos ou mais,32.0,Mil pessoas
UF,16,Amapá,2019,Total,18 anos ou mais,31.0,Mil pessoas
UF,16,Amapá,2019,Total,25 anos ou mais,30.0,Mil pessoas
UF,16,Amapá,2019,Total,40 anos ou mais,27.0,Mil pessoas
UF,16,Amapá,2019,Total,60 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2019,Homens,15 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2019,Homens,18 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2019,Homens,25 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2019,Homens,40 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2019,Homens,60 anos ou mais,7.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,15 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,18 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,25 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,40 anos ou mais,14.0,Mil pessoas
UF,16,Amapá,2019,Mulheres,60 anos ou mais,8.0,Mil pessoas
UF,16,Amapá,2022,Total,15 anos ou mais,33.0,Mil pessoas
UF,16,Amapá,2022,Total,18 anos ou mais,32.0,Mil pessoas
UF,16,Amapá,2022,Total,25 anos ou mais,32.0,Mil pessoas
UF,16,Amapá,2022,Total,40 anos ou mais,28.0,Mil pessoas
UF,16,Amapá,2022,Total,60 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2022,Homens,15 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2022,Homens,18 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2022,Homens,25 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2022,Homens,40 anos ou mais,13.0,Mil pessoas
UF,16,Amapá,2022,Homens,60 anos ou mais,8.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,15 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,18 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,25 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,40 anos ou mais,15.0,Mil pessoas
UF,16,Amapá,2022,Mulheres,60 anos ou mais,8.0,Mil pessoas
UF,16,Amapá,2023,Total,15 anos ou mais,39.0,Mil pessoas
UF,16,Amapá,2023,Total,18 anos ou mais,38.0,Mil pessoas
UF,16,Amapá,2023,Total,25 anos ou mais,38.0,Mil pessoas
UF,16,Amapá,2023,Total,40 anos ou mais,35.0,Mil pessoas
UF,16,Amapá,2023,Total,60 anos ou mais,21.0,Mil pessoas
UF,16,Amapá,2023,Homens,15 anos ou mais,20.0,Mil pessoas
UF,16,Amapá,2023,Homens,18 anos ou mais,20.0,Mil pessoas
UF,16,Amapá,2023,Homens,25 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2023,Homens,40 anos ou mais,18.0,Mil pessoas
UF,16,Amapá,2023,Homens,60 anos ou mais,10.0,Mil pessoas
UF,16,Amapá,2023,Mulheres,15 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2023,Mulheres,18 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2023,Mulheres,25 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2023,Mulheres,40 anos ou mais,17.0,Mil pessoas
UF,16,Amapá,2023,Mulheres,60 anos ou mais,12.0,Mil pessoas
UF,16,Amapá,2024,Total,15 anos ou mais,37.0,Mil pessoas
UF,16,Amapá,2024,Total,18 anos ou mais,37.0,Mil pessoas
UF,16,Amapá,2024,Total,25 anos ou mais,37.0,Mil pessoas
UF,16,Amapá,2024,Total,40 anos ou mais,34.0,Mil pessoas
UF,16,Amapá,2024,Total,60 anos ou mais,21.0,Mil pessoas
UF,16,Amapá,2024,Homens,15 anos ou mais,18.0,Mil pessoas
UF,16,Amapá,2024,Homens,18 anos ou mais,18.0,Mil pessoas
UF,16,Amapá,2024,Homens,25 anos ou mais,18.0,Mil pessoas
UF,16,Amapá,2024,Homens,40 anos ou mais,16.0,Mil pessoas
UF,16,Amapá,2024,Homens,60 anos ou mais,8.0,Mil pessoas
UF,16,Amapá,2024,Mulheres,15 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2024,Mulheres,18 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2024,Mulheres,25 anos ou mais,19.0,Mil pessoas
UF,16,Amapá,2024,Mulheres,40 anos ou mais,18.0,Mil pessoas
UF,16,Amapá,2024,Mulheres,60 anos ou mais,13.0,Mil pessoas
UF,17,Tocantins,2016,Total,15 anos ou mais,106.0,Mil pessoas
UF,17,Tocantins,2016,Total,18 anos ou mais,105.0,Mil pessoas
UF,17,Tocantins,2016,Total,25 anos ou mais,103.0,Mil pessoas
UF,17,Tocantins,2016,Total,40 anos ou mais,92.0,Mil pessoas
UF,17,Tocantins,2016,Total,60 anos ou mais,58.0,Mil pessoas
UF,17,Tocantins,2016,Homens,15 anos ou mais,59.0,Mil pessoas
UF,17,Tocantins,2016,Homens,18 anos ou mais,58.0,Mil pessoas
UF,17,Tocantins,2016,Homens,25 anos ou mais,57.0,Mil pessoas
UF,17,Tocantins,2016,Homens,40 anos ou mais,50.0,Mil pessoas
UF,17,Tocantins,2016,Homens,60 anos ou mais,29.0,Mil pessoas
UF,17,Tocantins,2016,Mulheres,15 anos ou mais,47.0,Mil pessoas
UF,17,Tocantins,2016,Mulheres,18 anos ou mais,47.0,Mil pessoas
UF,17,Tocantins,2016,Mulheres,25 anos ou mais,47.0,Mil pessoas
UF,17,Tocantins,2016,Mulheres,40 anos ou mais,42.0,Mil pessoas
UF,17,Tocantins,2016,Mulheres,60 anos ou mais,29.0,Mil pessoas
UF,17,Tocantins,2017,Total,15 anos ou mais,106.0,Mil pessoas
UF,17,Tocantins,2017,Total,18 anos ou mais,106.0,Mil pessoas
UF,17,Tocantins,2017,Total,25 anos ou mais,104.0,Mil pessoas
UF,17,Tocantins,2017,Total,40 anos ou mais,96.0,Mil pessoas
UF,17,Tocantins,2017,Total,60 anos ou mais,59.0,Mil pessoas
UF,17,Tocantins,2017,Homens,15 anos ou mais,58.0,Mil pessoas
UF,17,Tocantins,2017,Homens,18 anos ou mais,58.0,Mil pessoas
UF,17,Tocantins,2017,Homens,25 anos ou mais,57.0,Mil pessoas
UF,17,Tocantins,2017,Homens,40 anos ou mais,52.0,Mil pessoas
UF,17,Tocantins,2017,Homens,60 anos ou mais,30.0,Mil pessoas
UF,17,Tocantins,2017,Mulheres,15 anos ou mais,48.0,Mil pessoas
UF,17,Tocantins,2017,Mulheres,18 anos ou mais,48.0,Mil pessoas
UF,17,Tocantins,2017,Mulheres,25 anos ou mais,48.0,Mil pessoas
UF,17,Tocantins,2017,Mulheres,40 anos ou mais,45.0,Mil pessoas
UF,17,Tocantins,2017,Mulheres,60 anos ou mais,30.0,Mil pessoas
UF,17,Tocantins,2018,Total,15 anos ou mais,106.0,Mil pessoas
UF,17,Tocantins,2018,Total,18 anos ou mais,106.0,Mil pessoas
UF,17,Tocantins,2018,Total,25 anos ou mais,104.0,Mil pessoas
UF,17,Tocantins,2018,Total,40 anos ou mais,94.0,Mil pessoas
UF,17,Tocantins,2018,Total,60 anos ou mais,61.0,Mil pessoas
UF,17,Tocantins,2018,Homens,15 anos ou mais,59.0,Mil pessoas
UF,17,Tocantins,2018,Homens,18 anos ou mais,59.0,Mil pessoas
UF,17,Tocantins,2018,Homens,25 anos ou mais,57.0,Mil pessoas
UF,17,Tocantins,2018,Homens,40 anos ou mais,53.0,Mil pessoas
UF,17,Tocantins,2018,Homens,60 anos ou mais,33.0,Mil pessoas
UF,17,Tocantins,2018,Mulheres,15 anos ou mais,47.0,Mil pessoas
UF,17,Tocantins,2018,Mulheres,18 anos ou mais,47.0,Mil pessoas
UF,17,Tocantins,2018,Mulheres,25 anos ou mais,46.0,Mil pessoas
UF,17,Tocantins,2018,Mulheres,40 anos ou mais,42.0,Mil pessoas
