"Tabela 7134 - Pessoas de 25 anos ou mais de idade, por cor ou raça e grupos de anos de estudo",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
GR,5,Centro-Oeste,2022,Preta ou parda,Sem instrução ou menos de 5 anos,934.0,Mil pessoas
GR,5,Centro-Oeste,2022,Preta ou parda,5 a 8 anos,1321.0,Mil pessoas
GR,5,Centro-Oeste,2022,Preta ou parda,9 a 11 anos,916.0,Mil pessoas
GR,5,Centro-Oeste,2022,Preta ou parda,12 anos ou mais,3340.0,Mil pessoas
GR,5,Centro-Oeste,2023,Branca,Sem instrução ou menos de 5 anos,381.0,Mil pessoas
GR,5,Centro-Oeste,2023,Branca,5 a 8 anos,586.0,Mil pessoas
GR,5,Centro-Oeste,2023,Branca,9 a 11 anos,384.0,Mil pessoas
GR,5,Centro-Oeste,2023,Branca,12 anos ou mais,2609.0,Mil pessoas
GR,5,Centro-Oeste,2023,Preta ou parda,Sem instrução ou menos de 5 anos,907.0,Mil pessoas
GR,5,Centro-Oeste,2023,Preta ou parda,5 a 8 anos,1269.0,Mil pessoas
GR,5,Centro-Oeste,2023,Preta ou parda,9 a 11 anos,902.0,Mil pessoas
GR,5,Centro-Oeste,2023,Preta ou parda,12 anos ou mais,3600.0,Mil pessoas
GR,5,Centro-Oeste,2024,Branca,Sem instrução ou menos de 5 anos,346.0,Mil pessoas
GR,5,Centro-Oeste,2024,Branca,5 a 8 anos,544.0,Mil pessoas
GR,5,Centro-Oeste,2024,Branca,9 a 11 anos,388.0,Mil pessoas
GR,5,Centro-Oeste,2024,Branca,12 anos ou mais,2697.0,Mil pessoas
GR,5,Centro-Oeste,2024,Preta ou parda,Sem instrução ou menos de 5 anos,858.0,Mil pessoas
GR,5,Centro-Oeste,2024,Preta ou parda,5 a 8 anos,1262.0,Mil pessoas
GR,5,Centro-Oeste,2024,Preta ou parda,9 a 11 anos,913.0,Mil pessoas
GR,5,Centro-Oeste,2024,Preta ou parda,12 anos ou mais,3824.0,Mil pessoas
UF,11,Rondônia,2016,Branca,Sem instrução ou menos de 5 anos,70.0,Mil pessoas
UF,11,Rondônia,2016,Branca,5 a 8 anos,67.0,Mil pessoas
UF,11,Rondônia,2016,Branca,9 a 11 anos,34.0,Mil pessoas
UF,11,Rondônia,2016,Branca,12 anos ou mais,113.0,Mil pessoas
UF,11,Rondônia,2016,Preta ou parda,Sem instrução ou menos de 5 anos,168.0,Mil pessoas
UF,11,Rondônia,2016,Preta ou parda,5 a 8 anos,159.0,Mil pessoas
UF,11,Rondônia,2016,Preta ou parda,9 a 11 anos,94.0,Mil pessoas
UF,11,Rondônia,2016,Preta ou parda,12 anos ou mais,230.0,Mil pessoas
UF,11,Rondônia,2017,Branca,Sem instrução ou menos de 5 anos,58.0,Mil pessoas
UF,11,Rondônia,2017,Branca,5 a 8 anos,78.0,Mil pessoas
UF,11,Rondônia,2017,Branca,9 a 11 anos,35.0,Mil pessoas
UF,11,Rondônia,2017,Branca,12 anos ou mais,130.0,Mil pessoas
UF,11,Rondônia,2017,Preta ou parda,Sem instrução ou menos de 5 anos,153.0,Mil pessoas
UF,11,Rondônia,2017,Preta ou parda,5 a 8 anos,188.0,Mil pessoas
UF,11,Rondônia,2017,Preta ou parda,9 a 11 anos,96.0,Mil pessoas
UF,11,Rondônia,2017,Preta ou parda,12 anos ou mais,248.0,Mil pessoas
UF,11,Rondônia,2018,Branca,Sem instrução ou menos de 5 anos,57.0,Mil pessoas
UF,11,Rondônia,2018,Branca,5 a 8 anos,75.0,Mil pessoas
UF,11,Rondônia,2018,Branca,9 a 11 anos,37.0,Mil pessoas
UF,11,Rondônia,2018,Branca,12 anos ou mais,124.0,Mil pessoas
UF,11,Rondônia,2018,Preta ou parda,Sem instrução ou menos de 5 anos,143.0,Mil pessoas
UF,11,Rondônia,2018,Preta ou parda,5 a 8 anos,195.0,Mil pessoas
UF,11,Rondônia,2018,Preta ou parda,9 a 11 anos,95.0,Mil pessoas
UF,11,Rondônia,2018,Preta ou parda,12 anos ou mais,272.0,Mil pessoas
UF,11,Rondônia,2019,Branca,Sem instrução ou menos de 5 anos,53.0,Mil pessoas
UF,11,Rondônia,2019,Branca,5 a 8 anos,71.0,Mil pessoas
UF,11,Rondônia,2019,Branca,9 a 11 anos,33.0,Mil pessoas
UF,11,Rondônia,2019,Branca,12 anos ou mais,133.0,Mil pessoas
UF,11,Rondônia,2019,Preta ou parda,Sem instrução ou menos de 5 anos,138.0,Mil pessoas
UF,11,Rondônia,2019,Preta ou parda,5 a 8 anos,199.0,Mil pessoas
UF,11,Rondônia,2019,Preta ou parda,9 a 11 anos,92.0,Mil pessoas
UF,11,Rondônia,2019,Preta ou parda,12 anos ou mais,298.0,Mil pessoas
UF,11,Rondônia,2022,Branca,Sem instrução ou menos de 5 anos,58.0,Mil pessoas
UF,11,Rondônia,2022,Branca,5 a 8 anos,76.0,Mil pessoas
UF,11,Rondônia,2022,Branca,9 a 11 anos,36.0,Mil pessoas
UF,11,Rondônia,2022,Branca,12 anos ou mais,165.0,Mil pessoas
UF,11,Rondônia,2022,Preta ou parda,Sem instrução ou menos de 5 anos,145.0,Mil pessoas
UF,11,Rondônia,2022,Preta ou parda,5 a 8 anos,183.0,Mil pessoas
UF,11,Rondônia,2022,Preta ou parda,9 a 11 anos,96.0,Mil pessoas
UF,11,Rondônia,2022,Preta ou parda,12 anos ou mais,353.0,Mil pessoas
UF,11,Rondônia,2023,Branca,Sem instrução ou menos de 5 anos,72.0,Mil pessoas
UF,11,Rondônia,2023,Branca,5 a 8 anos,71.0,Mil pessoas
UF,11,Rondônia,2023,Branca,9 a 11 anos,43.0,Mil pessoas
UF,11,Rondônia,2023,Branca,12 anos ou mais,173.0,Mil pessoas
UF,11,Rondônia,2023,Preta ou parda,Sem instrução ou menos de 5 anos,157.0,Mil pessoas
UF,11,Rondônia,2023,Preta ou parda,5 a 8 anos,177.0,Mil pessoas
UF,11,Rondônia,2023,Preta ou parda,9 a 11 anos,105.0,Mil pessoas
UF,11,Rondônia,2023,Preta ou parda,12 anos ou mais,355.0,Mil pessoas
UF,11,Rondônia,2024,Branca,Sem instrução ou menos de 5 anos,66.0,Mil pessoas
UF,11,Rondônia,2024,Branca,5 a 8 anos,54.0,Mil pessoas
UF,11,Rondônia,2024,Branca,9 a 11 anos,35.0,Mil pessoas
UF,11,Rondônia,2024,Branca,12 anos ou mais,169.0,Mil pessoas
UF,11,Rondônia,2024,Preta ou parda,Sem instrução ou menos de 5 anos,169.0,Mil pessoas
UF,11,Rondônia,2024,Preta ou parda,5 a 8 anos,163.0,Mil pessoas
UF,11,Rondônia,2024,Preta ou parda,9 a 11 anos,93.0,Mil pessoas
UF,11,Rondônia,2024,Preta ou parda,12 anos ou mais,418.0,Mil pessoas
UF,12,Acre,2016,Branca,Sem instrução ou menos de 5 anos,17.0,Mil pessoas
UF,12,Acre,2016,Branca,5 a 8 anos,10.0,Mil pessoas
UF,12,Acre,2016,Branca,9 a 11 anos,7.0,Mil pessoas
UF,12,Acre,2016,Branca,12 anos ou mais,36.0,Mil pessoas
UF,12,Acre,2016,Preta ou parda,Sem instrução ou menos de 5 anos,106.0,Mil pessoas
UF,12,Acre,2016,Preta ou parda,5 a 8 anos,61.0,Mil pessoas
UF,12,Acre,2016,Preta ou parda,9 a 11 anos,39.0,Mil pessoas
UF,12,Acre,2016,Preta ou parda,12 anos ou mais,130.0,Mil pessoas
UF,12,Acre,2017,Branca,Sem instrução ou menos de 5 anos,15.0,Mil pessoas
UF,12,Acre,2017,Branca,5 a 8 anos,13.0,Mil pessoas
UF,12,Acre,2017,Branca,9 a 11 anos,8.0,Mil pessoas
UF,12,Acre,2017,Branca,12 anos ou mais,39.0,Mil pessoas
UF,12,Acre,2017,Preta ou parda,Sem instrução ou menos de 5 anos,97.0,Mil pessoas
UF,12,Acre,2017,Preta ou parda,5 a 8 anos,70.0,Mil pessoas
UF,12,Acre,2017,Preta ou parda,9 a 11 anos,40.0,Mil pessoas
UF,12,Acre,2017,Preta ou parda,12 anos ou mais,135.0,Mil pessoas
UF,12,Acre,2018,Branca,Sem instrução ou menos de 5 anos,16.0,Mil pessoas
UF,12,Acre,2018,Branca,5 a 8 anos,15.0,Mil pessoas
UF,12,Acre,2018,Branca,9 a 11 anos,8.0,Mil pessoas
UF,12,Acre,2018,Branca,12 anos ou mais,42.0,Mil pessoas
UF,12,Acre,2018,Preta ou parda,Sem instrução ou menos de 5 anos,95.0,Mil pessoas
UF,12,Acre,2018,Preta ou parda,5 a 8 anos,73.0,Mil pessoas
UF,12,Acre,2018,Preta ou parda,9 a 11 anos,41.0,Mil pessoas
UF,12,Acre,2018,Preta ou parda,12 anos ou mais,141.0,Mil pessoas
UF,12,Acre,2019,Branca,Sem instrução ou menos de 5 anos,12.0,Mil pessoas
UF,12,Acre,2019,Branca,5 a 8 anos,13.0,Mil pessoas
UF,12,Acre,2019,Branca,9 a 11 anos,8.0,Mil pessoas
UF,12,Acre,2019,Branca,12 anos ou mais,46.0,Mil pessoas
UF,12,Acre,2019,Preta ou parda,Sem instrução ou menos de 5 anos,96.0,Mil pessoas
UF,12,Acre,2019,Preta ou parda,5 a 8 anos,73.0,Mil pessoas
UF,12,Acre,2019,Preta ou parda,9 a 11 anos,42.0,Mil pessoas
UF,12,Acre,2019,Preta ou parda,12 anos ou mais,157.0,Mil pessoas
UF,12,Acre,2022,Branca,Sem instrução ou menos de 5 anos,13.0,Mil pessoas
UF,12,Acre,2022,Branca,5 a 8 anos,13.0,Mil pessoas
UF,12,Acre,2022,Branca,9 a 11 anos,9.0,Mil pessoas
UF,12,Acre,2022,Branca,12 anos ou mais,54.0,Mil pessoas
UF,12,Acre,2022,Preta ou parda,Sem instrução ou menos de 5 anos,89.0,Mil pessoas
UF,12,Acre,2022,Preta ou parda,5 a 8 anos,72.0,Mil pessoas
UF,12,Acre,2022,Preta ou parda,9 a 11 anos,44.0,Mil pessoas
UF,12,Acre,2022,Preta ou parda,12 anos ou mais,197.0,Mil pessoas
UF,12,Acre,2023,Branca,Sem instrução ou menos de 5 anos,13.0,Mil pessoas
UF,12,Acre,2023,Branca,5 a 8 anos,10.0,Mil pessoas
UF,12,Acre,2023,Branca,9 a 11 anos,7.0,Mil pessoas
UF,12,Acre,2023,Branca,12 anos ou mais,49.0,Mil pessoas
UF,12,Acre,2023,Preta ou parda,Sem instrução ou menos de 5 anos,105.0,Mil pessoas
UF,12,Acre,2023,Preta ou parda,5 a 8 anos,61.0,Mil pessoas
UF,12,Acre,2023,Preta ou parda,9 a 11 anos,47.0,Mil pessoas
UF,12,Acre,2023,Preta ou parda,12 anos ou mais,198.0,Mil pessoas
UF,12,Acre,2024,Branca,Sem instrução ou menos de 5 anos,16.0,Mil pessoas
UF,12,Acre,2024,Branca,5 a 8 anos,11.0,Mil pessoas
UF,12,Acre,2024,Branca,9 a 11 anos,8.0,Mil pessoas
UF,12,Acre,2024,Branca,12 anos ou mais,59.0,Mil pessoas
UF,12,Acre,2024,Preta ou parda,Sem instrução ou menos de 5 anos,98.0,Mil pessoas
UF,12,Acre,2024,Preta ou parda,5 a 8 anos,63.0,Mil pessoas
UF,12,Acre,2024,Preta ou parda,9 a 11 anos,47.0,Mil pessoas
UF,12,Acre,2024,Preta ou parda,12 anos ou mais,200.0,Mil pessoas
UF,13,Amazonas,2016,Branca,Sem instrução ou menos de 5 anos,42.0,Mil pessoas
UF,13,Amazonas,2016,Branca,5 a 8 anos,42.0,Mil pessoas
UF,13,Amazonas,2016,Branca,9 a 11 anos,29.0,Mil pessoas
UF,13,Amazonas,2016,Branca,12 anos ou mais,193.0,Mil pessoas
UF,13,Amazonas,2016,Preta ou parda,Sem instrução ou menos de 5 anos,340.0,Mil pessoas
UF,13,Amazonas,2016,Preta ou parda,5 a 8 anos,294.0,Mil pessoas
UF,13,Amazonas,2016,Preta ou parda,9 a 11 anos,188.0,Mil pessoas
UF,13,Amazonas,2016,Preta ou parda,12 anos ou mais,728.0,Mil pessoas
UF,13,Amazonas,2017,Branca,Sem instrução ou menos de 5 anos,39.0,Mil pessoas
UF,13,Amazonas,2017,Branca,5 a 8 anos,49.0,Mil pessoas
UF,13,Amazonas,2017,Branca,9 a 11 anos,28.0,Mil pessoas
UF,13,Amazonas,2017,Branca,12 anos ou mais,227.0,Mil pessoas
UF,13,Amazonas,2017,Preta ou parda,Sem instrução ou menos de 5 anos,292.0,Mil pessoas
UF,13,Amazonas,2017,Preta ou parda,5 a 8 anos,344.0,Mil pessoas
UF,13,Amazonas,2017,Preta ou parda,9 a 11 anos,181.0,Mil pessoas
UF,13,Amazonas,2017,Preta ou parda,12 anos ou mais,789.0,Mil pessoas
UF,13,Amazonas,2018,Branca,Sem instrução ou menos de 5 anos,43.0,Mil pessoas
UF,13,Amazonas,2018,Branca,5 a 8 anos,51.0,Mil pessoas
UF,13,Amazonas,2018,Branca,9 a 11 anos,27.0,Mil pessoas
UF,13,Amazonas,2018,Branca,12 anos ou mais,224.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Sem instrução ou menos de 5 anos,289.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,5 a 8 anos,363.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,9 a 11 anos,186.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,12 anos ou mais,865.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Sem instrução ou menos de 5 anos,28.0,Mil pessoas
UF,13,Amazonas,2019,Branca,5 a 8 anos,48.0,Mil pessoas
UF,13,Amazonas,2019,Branca,9 a 11 anos,24.0,Mil pessoas
UF,13,Amazonas,2019,Branca,12 anos ou mais,248.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Sem instrução ou menos de 5 anos,267.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,5 a 8 anos,360.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,9 a 11 anos,189.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,12 anos ou mais,878.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Sem instrução ou menos de 5 anos,42.0,Mil pessoas
UF,13,Amazonas,2022,Branca,5 a 8 anos,45.0,Mil pessoas
UF,13,Amazonas,2022,Branca,9 a 11 anos,33.0,Mil pessoas
UF,13,Amazonas,2022,Branca,12 anos ou mais,275.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Sem instrução ou menos de 5 anos,261.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,5 a 8 anos,320.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,9 a 11 anos,208.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,12 anos ou mais,1024.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Sem instrução ou menos de 5 anos,40.0,Mil pessoas
UF,13,Amazonas,2023,Branca,5 a 8 anos,39.0,Mil pessoas
UF,13,Amazonas,2023,Branca,9 a 11 anos,30.0,Mil pessoas
UF,13,Amazonas,2023,Branca,12 anos ou mais,263.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Sem instrução ou menos de 5 anos,260.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,5 a 8 anos,328.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,9 a 11 anos,199.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,12 anos ou mais,1060.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Sem instrução ou menos de 5 anos,34.0,Mil pessoas
UF,13,Amazonas,2024,Branca,5 a 8 anos,42.0,Mil pessoas
UF,13,Amazonas,2024,Branca,9 a 11 anos,29.0,Mil pessoas
UF,13,Amazonas,2024,Branca,12 anos ou mais,290.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Sem instrução ou menos de 5 anos,265.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,5 a 8 anos,294.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,9 a 11 anos,191.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,12 anos ou mais,1142.0,Mil pessoas
UF,14,Roraima,2016,Branca,Sem instrução ou menos de 5 anos,8.0,Mil pessoas
UF,14,Roraima,2016,Branca,5 a 8 anos,6.0,Mil pessoas
UF,14,Roraima,2016,Branca,9 a 11 anos,5.0,Mil pessoas
UF,14,Roraima,2016,Branca,12 anos ou mais,36.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Sem instrução ou menos de 5 anos,35.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,5 a 8 anos,29.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,9 a 11 anos,18.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,12 anos ou mais,92.0,Mil pessoas
UF,14,Roraima,2017,Branca,Sem instrução ou menos de 5 anos,6.0,Mil pessoas
UF,14,Roraima,2017,Branca,5 a 8 anos,8.0,Mil pessoas
UF,14,Roraima,2017,Branca,9 a 11 anos,5.0,Mil pessoas
UF,14,Roraima,2017,Branca,12 anos ou mais,38.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Sem instrução ou menos de 5 anos,27.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,5 a 8 anos,34.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,9 a 11 anos,22.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,12 anos ou mais,100.0,Mil pessoas
UF,14,Roraima,2018,Branca,Sem instrução ou menos de 5 anos,6.0,Mil pessoas
UF,14,Roraima,2018,Branca,5 a 8 anos,7.0,Mil pessoas
UF,14,Roraima,2018,Branca,9 a 11 anos,6.0,Mil pessoas
UF,14,Roraima,2018,Branca,12 anos ou mais,38.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Sem instrução ou menos de 5 anos,31.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,5 a 8 anos,36.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,9 a 11 anos,21.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,12 anos ou mais,107.0,Mil pessoas
UF,14,Roraima,2019,Branca,Sem instrução ou menos de 5 anos,5.0,Mil pessoas
UF,14,Roraima,2019,Branca,5 a 8 anos,6.0,Mil pessoas
UF,14,Roraima,2019,Branca,9 a 11 anos,4.0,Mil pessoas
UF,14,Roraima,2019,Branca,12 anos ou mais,42.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Sem instrução ou menos de 5 anos,27.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,5 a 8 anos,33.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,9 a 11 anos,22.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,12 anos ou mais,119.0,Mil pessoas
UF,14,Roraima,2022,Branca,Sem instrução ou menos de 5 anos,6.0,Mil pessoas
UF,14,Roraima,2022,Branca,5 a 8 anos,6.0,Mil pessoas
UF,14,Roraima,2022,Branca,9 a 11 anos,5.0,Mil pessoas
UF,14,Roraima,2022,Branca,12 anos ou mais,43.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Sem instrução ou menos de 5 anos,31.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,5 a 8 anos,35.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,9 a 11 anos,28.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,12 anos ou mais,156.0,Mil pessoas
UF,14,Roraima,2023,Branca,Sem instrução ou menos de 5 anos,7.0,Mil pessoas
UF,14,Roraima,2023,Branca,5 a 8 anos,7.0,Mil pessoas
UF,14,Roraima,2023,Branca,9 a 11 anos,6.0,Mil pessoas
UF,14,Roraima,2023,Branca,12 anos ou mais,52.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Sem instrução ou menos de 5 anos,30.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,5 a 8 anos,34.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,9 a 11 anos,32.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,12 anos ou mais,146.0,Mil pessoas
UF,14,Roraima,2024,Branca,Sem instrução ou menos de 5 anos,6.0,Mil pessoas
UF,14,Roraima,2024,Branca,5 a 8 anos,8.0,Mil pessoas
UF,14,Roraima,2024,Branca,9 a 11 anos,9.0,Mil pessoas
UF,14,Roraima,2024,Branca,12 anos ou mais,51.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Sem instrução ou menos de 5 anos,27.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,5 a 8 anos,37.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,9 a 11 anos,28.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,12 anos ou mais,155.0,Mil pessoas
UF,15,Pará,2016,Branca,Sem instrução ou menos de 5 anos,125.0,Mil pessoas
UF,15,Pará,2016,Branca,5 a 8 anos,165.0,Mil pessoas
UF,15,Pará,2016,Branca,9 a 11 anos,96.0,Mil pessoas
UF,15,Pará,2016,Branca,12 anos ou mais,336.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Sem instrução ou menos de 5 anos,978.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,5 a 8 anos,876.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,9 a 11 anos,494.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,12 anos ou mais,1294.0,Mil pessoas
UF,15,Pará,2017,Branca,Sem instrução ou menos de 5 anos,144.0,Mil pessoas
UF,15,Pará,2017,Branca,5 a 8 anos,150.0,Mil pessoas
UF,15,Pará,2017,Branca,9 a 11 anos,108.0,Mil pessoas
UF,15,Pará,2017,Branca,12 anos ou mais,353.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Sem instrução ou menos de 5 anos,927.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,5 a 8 anos,886.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,9 a 11 anos,511.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,12 anos ou mais,1371.0,Mil pessoas
UF,15,Pará,2018,Branca,Sem instrução ou menos de 5 anos,133.0,Mil pessoas
UF,15,Pará,2018,Branca,5 a 8 anos,138.0,Mil pessoas
UF,15,Pará,2018,Branca,9 a 11 anos,99.0,Mil pessoas
UF,15,Pará,2018,Branca,12 anos ou mais,386.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Sem instrução ou menos de 5 anos,889.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,5 a 8 anos,930.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,9 a 11 anos,517.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,12 anos ou mais,1479.0,Mil pessoas
UF,15,Pará,2019,Branca,Sem instrução ou menos de 5 anos,128.0,Mil pessoas
UF,15,Pará,2019,Branca,5 a 8 anos,154.0,Mil pessoas
UF,15,Pará,2019,Branca,9 a 11 anos,92.0,Mil pessoas
UF,15,Pará,2019,Branca,12 anos ou mais,429.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Sem instrução ou menos de 5 anos,893.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,5 a 8 anos,881.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,9 a 11 anos,520.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,12 anos ou mais,1535.0,Mil pessoas
UF,15,Pará,2022,Branca,Sem instrução ou menos de 5 anos,146.0,Mil pessoas
UF,15,Pará,2022,Branca,5 a 8 anos,172.0,Mil pessoas
UF,15,Pará,2022,Branca,9 a 11 anos,107.0,Mil pessoas
UF,15,Pará,2022,Branca,12 anos ou mais,492.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Sem instrução ou menos de 5 anos,864.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,5 a 8 anos,918.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,9 a 11 anos,543.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,12 anos ou mais,1717.0,Mil pessoas
UF,15,Pará,2023,Branca,Sem instrução ou menos de 5 anos,135.0,Mil pessoas
UF,15,Pará,2023,Branca,5 a 8 anos,171.0,Mil pessoas
UF,15,Pará,2023,Branca,9 a 11 anos,106.0,Mil pessoas
UF,15,Pará,2023,Branca,12 anos ou mais,518.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Sem instrução ou menos de 5 anos,860.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,5 a 8 anos,862.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,9 a 11 anos,546.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,12 anos ou mais,1901.0,Mil pessoas
UF,15,Pará,2024,Branca,Sem instrução ou menos de 5 anos,148.0,Mil pessoas
UF,15,Pará,2024,Branca,5 a 8 anos,148.0,Mil pessoas
UF,15,Pará,2024,Branca,9 a 11 anos,118.0,Mil pessoas
UF,15,Pará,2024,Branca,12 anos ou mais,584.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Sem instrução ou menos de 5 anos,815.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,5 a 8 anos,817.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,9 a 11 anos,582.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,12 anos ou mais,2010.0,Mil pessoas
UF,16,Amapá,2016,Branca,Sem instrução ou menos de 5 anos,7.0,Mil pessoas
UF,16,Amapá,2016,Branca,5 a 8 anos,12.0,Mil pessoas
UF,16,Amapá,2016,Branca,9 a 11 anos,7.0,Mil pessoas
UF,16,Amapá,2016,Branca,12 anos ou mais,50.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Sem instrução ou menos de 5 anos,58.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,5 a 8 anos,55.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,9 a 11 anos,34.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,12 anos ou mais,164.0,Mil pessoas
UF,16,Amapá,2017,Branca,Sem instrução ou menos de 5 anos,9.0,Mil pessoas
UF,16,Amapá,2017,Branca,5 a 8 anos,10.0,Mil pessoas
UF,16,Amapá,2017,Branca,9 a 11 anos,7.0,Mil pessoas
UF,16,Amapá,2017,Branca,12 anos ou mais,42.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Sem instrução ou menos de 5 anos,51.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,5 a 8 anos,61.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,9 a 11 anos,45.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,12 anos ou mais,177.0,Mil pessoas
UF,16,Amapá,2018,Branca,Sem instrução ou menos de 5 anos,8.0,Mil pessoas
UF,16,Amapá,2018,Branca,5 a 8 anos,12.0,Mil pessoas
UF,16,Amapá,2018,Branca,9 a 11 anos,8.0,Mil pessoas
UF,16,Amapá,2018,Branca,12 anos ou mais,45.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Sem instrução ou menos de 5 anos,59.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,5 a 8 anos,68.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,9 a 11 anos,38.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,12 anos ou mais,182.0,Mil pessoas
UF,16,Amapá,2019,Branca,Sem instrução ou menos de 5 anos,11.0,Mil pessoas
UF,16,Amapá,2019,Branca,5 a 8 anos,7.0,Mil pessoas
UF,16,Amapá,2019,Branca,9 a 11 anos,8.0,Mil pessoas
UF,16,Amapá,2019,Branca,12 anos ou mais,50.0,Mil pessoas
