"Tabela 7427 - Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano, por classes simples de percentual das pessoas em ordem crescente de rendimento domiciliar per capita",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P50 até o P60,1247.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P60 até o P70,1595.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P70 até o P80,2091.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P80 até o P90,2941.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P90,7477.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P90 até o P95,2229.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P95 até o P99,3196.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,1,Norte,Maior que o P99,2052.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Até o P5,152.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P5 até o P10,370.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Até o P10,522.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P10 até o P20,1300.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P20 até o P30,1940.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P30 até o P40,2501.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P40 até o P50,3176.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P50 até o P60,4067.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P60 até o P70,5096.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P70 até o P80,6682.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P80 até o P90,8983.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P90,26384.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P90 até o P95,7130.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P95 até o P99,11148.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,2,Nordeste,Maior que o P99,8106.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Até o P5,587.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P5 até o P10,1541.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Até o P10,2128.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P10 até o P20,4621.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P20 até o P30,6237.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P30 até o P40,8059.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P40 até o P50,9999.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P50 até o P60,12093.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P60 até o P70,14946.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P70 até o P80,19538.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P80 até o P90,28890.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P90,76567.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P90 até o P95,23186.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P95 até o P99,33413.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,3,Sudeste,Maior que o P99,19968.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Até o P5,295.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P5 até o P10,644.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Até o P10,939.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P10 até o P20,1833.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P20 até o P30,2424.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P30 até o P40,3153.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P40 até o P50,3749.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P50 até o P60,4458.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P60 até o P70,5448.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P70 até o P80,6866.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P80 até o P90,9415.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P90,21713.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P90 até o P95,6903.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P95 até o P99,9212.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,4,Sul,Maior que o P99,5598.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Até o P5,123.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P5 até o P10,280.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Até o P10,403.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P10 até o P20,788.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P20 até o P30,1066.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P30 até o P40,1356.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P40 até o P50,1685.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P50 até o P60,2005.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P60 até o P70,2481.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P70 até o P80,3195.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P80 até o P90,4685.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P90,12470.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P90 até o P95,3706.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P95 até o P99,5471.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,GR,5,Centro-Oeste,Maior que o P99,3292.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Até o P5,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P5 até o P10,21.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Até o P10,28.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P10 até o P20,64.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P20 até o P30,82.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P30 até o P40,108.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P40 até o P50,136.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P50 até o P60,165.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P60 até o P70,203.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P70 até o P80,247.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P80 até o P90,333.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P90,766.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P90 até o P95,249.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P95 até o P99,326.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,11,Rondônia,Maior que o P99,191.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Até o P5,3.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P5 até o P10,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Até o P10,8.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P10 até o P20,18.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P20 até o P30,25.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P30 até o P40,34.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P40 até o P50,45.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P50 até o P60,56.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P60 até o P70,73.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P70 até o P80,100.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P80 até o P90,146.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P90,403.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P90 até o P95,113.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P95 até o P99,161.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,12,Acre,Maior que o P99,129.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Até o P5,14.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P5 até o P10,27.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Até o P10,40.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P10 até o P20,82.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P20 até o P30,117.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P30 até o P40,144.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P40 até o P50,194.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P50 até o P60,238.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P60 até o P70,299.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P70 até o P80,420.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P80 até o P90,596.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P90,1736.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P90 até o P95,484.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P95 até o P99,781.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,13,Amazonas,Maior que o P99,471.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Até o P5,2.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P5 até o P10,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Até o P10,8.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P10 até o P20,16.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P20 até o P30,22.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P30 até o P40,28.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P40 até o P50,35.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P50 até o P60,44.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P60 até o P70,58.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P70 até o P80,76.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P80 até o P90,115.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P90,290.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P90 até o P95,88.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P95 até o P99,118.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,14,Roraima,Maior que o P99,84.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Até o P5,29.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P5 até o P10,66.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Até o P10,95.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P10 até o P20,199.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P20 até o P30,276.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P30 até o P40,350.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P40 até o P50,447.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P50 até o P60,563.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P60 até o P70,717.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P70 até o P80,945.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P80 até o P90,1254.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P90,3172.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P90 até o P95,944.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P95 até o P99,1353.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,15,Pará,Maior que o P99,875.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Até o P5,2.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P5 até o P10,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Até o P10,8.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P10 até o P20,19.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P20 até o P30,28.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P30 até o P40,35.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P40 até o P50,47.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P50 até o P60,59.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P60 até o P70,78.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P70 até o P80,107.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P80 até o P90,164.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P90,411.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P90 até o P95,136.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P95 até o P99,174.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,16,Amapá,Maior que o P99,102.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Até o P5,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P5 até o P10,15.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Até o P10,21.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P10 até o P20,49.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P20 até o P30,65.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P30 até o P40,84.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P40 até o P50,106.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P50 até o P60,132.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P60 até o P70,163.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P70 até o P80,208.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P80 até o P90,294.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P90,673.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P90 até o P95,213.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P95 até o P99,276.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,17,Tocantins,Maior que o P99,183.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Até o P5,16.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P5 até o P10,37.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Até o P10,53.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P10 até o P20,121.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P20 até o P30,187.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P30 até o P40,257.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P40 até o P50,325.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P50 até o P60,410.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P60 até o P70,503.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P70 até o P80,656.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P80 até o P90,904.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P90,2242.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P90 até o P95,652.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P95 até o P99,907.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,21,Maranhão,Maior que o P99,682.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Até o P5,12.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P5 até o P10,23.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Até o P10,35.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P10 até o P20,74.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P20 até o P30,108.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P30 até o P40,145.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P40 até o P50,178.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P50 até o P60,244.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2016,UF,22,Piauí,Maior que o P60 até o P70,304.0,Milhões de Reais
