"Tabela 7131 - Pessoas de 14 anos ou mais de idade, por sexo e grupos de anos de estudo",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
UF,27,Alagoas,9 a 11 anos,193,Mil pessoas,213,Mil pessoas,195,Mil pessoas,210,Mil pessoas,189,Mil pessoas,215,Mil pessoas,205,Mil pessoas,221,Mil pessoas,216,Mil pessoas,224,Mil pessoas,212,Mil pessoas,233,Mil pessoas,203,Mil pessoas,223,Mil pessoas
UF,27,Alagoas,12 anos ou mais,340,Mil pessoas,453,Mil pessoas,352,Mil pessoas,484,Mil pessoas,394,Mil pessoas,515,Mil pessoas,408,Mil pessoas,523,Mil pessoas,456,Mil pessoas,610,Mil pessoas,486,Mil pessoas,629,Mil pessoas,515,Mil pessoas,664,Mil pessoas
UF,28,Sergipe,Sem instrução ou menos de 5 anos,222,Mil pessoas,200,Mil pessoas,207,Mil pessoas,189,Mil pessoas,206,Mil pessoas,193,Mil pessoas,194,Mil pessoas,183,Mil pessoas,185,Mil pessoas,161,Mil pessoas,183,Mil pessoas,163,Mil pessoas,182,Mil pessoas,183,Mil pessoas
UF,28,Sergipe,5 a 8 anos,205,Mil pessoas,207,Mil pessoas,221,Mil pessoas,218,Mil pessoas,213,Mil pessoas,219,Mil pessoas,237,Mil pessoas,218,Mil pessoas,216,Mil pessoas,214,Mil pessoas,189,Mil pessoas,198,Mil pessoas,192,Mil pessoas,173,Mil pessoas
UF,28,Sergipe,9 a 11 anos,121,Mil pessoas,142,Mil pessoas,137,Mil pessoas,145,Mil pessoas,129,Mil pessoas,142,Mil pessoas,123,Mil pessoas,139,Mil pessoas,149,Mil pessoas,163,Mil pessoas,148,Mil pessoas,155,Mil pessoas,151,Mil pessoas,156,Mil pessoas
UF,28,Sergipe,12 anos ou mais,283,Mil pessoas,371,Mil pessoas,285,Mil pessoas,374,Mil pessoas,291,Mil pessoas,375,Mil pessoas,317,Mil pessoas,400,Mil pessoas,349,Mil pessoas,432,Mil pessoas,356,Mil pessoas,467,Mil pessoas,380,Mil pessoas,489,Mil pessoas
UF,29,Bahia,Sem instrução ou menos de 5 anos,1412,Mil pessoas,1295,Mil pessoas,1388,Mil pessoas,1238,Mil pessoas,1371,Mil pessoas,1232,Mil pessoas,1339,Mil pessoas,1191,Mil pessoas,1225,Mil pessoas,1087,Mil pessoas,1204,Mil pessoas,1140,Mil pessoas,1133,Mil pessoas,1063,Mil pessoas
UF,29,Bahia,5 a 8 anos,1393,Mil pessoas,1225,Mil pessoas,1453,Mil pessoas,1301,Mil pessoas,1473,Mil pessoas,1260,Mil pessoas,1456,Mil pessoas,1263,Mil pessoas,1326,Mil pessoas,1171,Mil pessoas,1295,Mil pessoas,1173,Mil pessoas,1208,Mil pessoas,1075,Mil pessoas
UF,29,Bahia,9 a 11 anos,841,Mil pessoas,896,Mil pessoas,905,Mil pessoas,906,Mil pessoas,906,Mil pessoas,872,Mil pessoas,888,Mil pessoas,898,Mil pessoas,913,Mil pessoas,968,Mil pessoas,922,Mil pessoas,899,Mil pessoas,990,Mil pessoas,943,Mil pessoas
UF,29,Bahia,12 anos ou mais,1821,Mil pessoas,2531,Mil pessoas,1824,Mil pessoas,2587,Mil pessoas,1928,Mil pessoas,2645,Mil pessoas,2016,Mil pessoas,2772,Mil pessoas,2265,Mil pessoas,3071,Mil pessoas,2373,Mil pessoas,3123,Mil pessoas,2483,Mil pessoas,3347,Mil pessoas
UF,31,Minas Gerais,Sem instrução ou menos de 5 anos,1185,Mil pessoas,1208,Mil pessoas,1085,Mil pessoas,1156,Mil pessoas,1060,Mil pessoas,1131,Mil pessoas,1089,Mil pessoas,1092,Mil pessoas,1034,Mil pessoas,1032,Mil pessoas,1030,Mil pessoas,1018,Mil pessoas,979,Mil pessoas,994,Mil pessoas
UF,31,Minas Gerais,5 a 8 anos,2207,Mil pessoas,2012,Mil pessoas,2284,Mil pessoas,2029,Mil pessoas,2254,Mil pessoas,2018,Mil pessoas,2204,Mil pessoas,2029,Mil pessoas,2144,Mil pessoas,1852,Mil pessoas,1981,Mil pessoas,1801,Mil pessoas,1959,Mil pessoas,1673,Mil pessoas
UF,31,Minas Gerais,9 a 11 anos,1618,Mil pessoas,1484,Mil pessoas,1631,Mil pessoas,1521,Mil pessoas,1602,Mil pessoas,1473,Mil pessoas,1611,Mil pessoas,1463,Mil pessoas,1648,Mil pessoas,1318,Mil pessoas,1558,Mil pessoas,1413,Mil pessoas,1620,Mil pessoas,1402,Mil pessoas
UF,31,Minas Gerais,12 anos ou mais,3227,Mil pessoas,3958,Mil pessoas,3237,Mil pessoas,4014,Mil pessoas,3443,Mil pessoas,4182,Mil pessoas,3550,Mil pessoas,4261,Mil pessoas,3888,Mil pessoas,4664,Mil pessoas,4154,Mil pessoas,4765,Mil pessoas,4210,Mil pessoas,4933,Mil pessoas
UF,32,Espírito Santo,Sem instrução ou menos de 5 anos,207,Mil pessoas,227,Mil pessoas,174,Mil pessoas,198,Mil pessoas,167,Mil pessoas,201,Mil pessoas,169,Mil pessoas,185,Mil pessoas,168,Mil pessoas,200,Mil pessoas,181,Mil pessoas,194,Mil pessoas,172,Mil pessoas,175,Mil pessoas
UF,32,Espírito Santo,5 a 8 anos,374,Mil pessoas,334,Mil pessoas,389,Mil pessoas,365,Mil pessoas,406,Mil pessoas,349,Mil pessoas,392,Mil pessoas,362,Mil pessoas,369,Mil pessoas,330,Mil pessoas,347,Mil pessoas,340,Mil pessoas,332,Mil pessoas,316,Mil pessoas
UF,32,Espírito Santo,9 a 11 anos,271,Mil pessoas,272,Mil pessoas,283,Mil pessoas,271,Mil pessoas,287,Mil pessoas,263,Mil pessoas,273,Mil pessoas,267,Mil pessoas,290,Mil pessoas,274,Mil pessoas,283,Mil pessoas,248,Mil pessoas,284,Mil pessoas,254,Mil pessoas
UF,32,Espírito Santo,12 anos ou mais,652,Mil pessoas,764,Mil pessoas,680,Mil pessoas,785,Mil pessoas,686,Mil pessoas,807,Mil pessoas,713,Mil pessoas,820,Mil pessoas,801,Mil pessoas,912,Mil pessoas,817,Mil pessoas,955,Mil pessoas,878,Mil pessoas,988,Mil pessoas
UF,33,Rio de Janeiro,Sem instrução ou menos de 5 anos,610,Mil pessoas,736,Mil pessoas,574,Mil pessoas,685,Mil pessoas,492,Mil pessoas,596,Mil pessoas,448,Mil pessoas,567,Mil pessoas,481,Mil pessoas,583,Mil pessoas,458,Mil pessoas,554,Mil pessoas,472,Mil pessoas,563,Mil pessoas
UF,33,Rio de Janeiro,5 a 8 anos,1356,Mil pessoas,1402,Mil pessoas,1359,Mil pessoas,1458,Mil pessoas,1331,Mil pessoas,1415,Mil pessoas,1246,Mil pessoas,1392,Mil pessoas,1064,Mil pessoas,1208,Mil pessoas,1052,Mil pessoas,1181,Mil pessoas,1063,Mil pessoas,1192,Mil pessoas
UF,33,Rio de Janeiro,9 a 11 anos,1260,Mil pessoas,1354,Mil pessoas,1277,Mil pessoas,1313,Mil pessoas,1198,Mil pessoas,1232,Mil pessoas,1196,Mil pessoas,1247,Mil pessoas,1148,Mil pessoas,1225,Mil pessoas,1056,Mil pessoas,1167,Mil pessoas,1001,Mil pessoas,1128,Mil pessoas
UF,33,Rio de Janeiro,12 anos ou mais,3386,Mil pessoas,3834,Mil pessoas,3585,Mil pessoas,3984,Mil pessoas,3733,Mil pessoas,4299,Mil pessoas,3878,Mil pessoas,4434,Mil pessoas,4169,Mil pessoas,4914,Mil pessoas,4348,Mil pessoas,4972,Mil pessoas,4342,Mil pessoas,5046,Mil pessoas
UF,35,São Paulo,Sem instrução ou menos de 5 anos,1494,Mil pessoas,1852,Mil pessoas,1269,Mil pessoas,1600,Mil pessoas,1269,Mil pessoas,1603,Mil pessoas,1207,Mil pessoas,1529,Mil pessoas,1206,Mil pessoas,1565,Mil pessoas,1354,Mil pessoas,1683,Mil pessoas,1347,Mil pessoas,1698,Mil pessoas
UF,35,São Paulo,5 a 8 anos,3099,Mil pessoas,3283,Mil pessoas,3159,Mil pessoas,3340,Mil pessoas,3235,Mil pessoas,3364,Mil pessoas,3213,Mil pessoas,3261,Mil pessoas,2837,Mil pessoas,3144,Mil pessoas,2813,Mil pessoas,3038,Mil pessoas,2678,Mil pessoas,2964,Mil pessoas
UF,35,São Paulo,9 a 11 anos,3426,Mil pessoas,3180,Mil pessoas,3343,Mil pessoas,3169,Mil pessoas,3175,Mil pessoas,3114,Mil pessoas,3218,Mil pessoas,2961,Mil pessoas,3010,Mil pessoas,2998,Mil pessoas,3124,Mil pessoas,2989,Mil pessoas,3068,Mil pessoas,2913,Mil pessoas
UF,35,São Paulo,12 anos ou mais,9596,Mil pessoas,10582,Mil pessoas,9925,Mil pessoas,10906,Mil pessoas,9935,Mil pessoas,11269,Mil pessoas,10420,Mil pessoas,11721,Mil pessoas,11449,Mil pessoas,12514,Mil pessoas,11492,Mil pessoas,12614,Mil pessoas,11970,Mil pessoas,12842,Mil pessoas
UF,41,Paraná,Sem instrução ou menos de 5 anos,608,Mil pessoas,685,Mil pessoas,576,Mil pessoas,665,Mil pessoas,521,Mil pessoas,621,Mil pessoas,484,Mil pessoas,576,Mil pessoas,483,Mil pessoas,588,Mil pessoas,529,Mil pessoas,591,Mil pessoas,514,Mil pessoas,612,Mil pessoas
UF,41,Paraná,5 a 8 anos,960,Mil pessoas,880,Mil pessoas,991,Mil pessoas,944,Mil pessoas,1038,Mil pessoas,965,Mil pessoas,1002,Mil pessoas,927,Mil pessoas,962,Mil pessoas,845,Mil pessoas,883,Mil pessoas,830,Mil pessoas,913,Mil pessoas,804,Mil pessoas
UF,41,Paraná,9 a 11 anos,857,Mil pessoas,844,Mil pessoas,889,Mil pessoas,798,Mil pessoas,857,Mil pessoas,746,Mil pessoas,859,Mil pessoas,768,Mil pessoas,886,Mil pessoas,772,Mil pessoas,850,Mil pessoas,778,Mil pessoas,822,Mil pessoas,734,Mil pessoas
UF,41,Paraná,12 anos ou mais,1954,Mil pessoas,2193,Mil pessoas,1967,Mil pessoas,2240,Mil pessoas,2080,Mil pessoas,2305,Mil pessoas,2144,Mil pessoas,2427,Mil pessoas,2284,Mil pessoas,2588,Mil pessoas,2454,Mil pessoas,2647,Mil pessoas,2517,Mil pessoas,2708,Mil pessoas
UF,42,Santa Catarina,Sem instrução ou menos de 5 anos,271,Mil pessoas,308,Mil pessoas,210,Mil pessoas,264,Mil pessoas,210,Mil pessoas,256,Mil pessoas,227,Mil pessoas,273,Mil pessoas,235,Mil pessoas,271,Mil pessoas,235,Mil pessoas,272,Mil pessoas,235,Mil pessoas,252,Mil pessoas
UF,42,Santa Catarina,5 a 8 anos,662,Mil pessoas,679,Mil pessoas,720,Mil pessoas,678,Mil pessoas,704,Mil pessoas,674,Mil pessoas,650,Mil pessoas,642,Mil pessoas,603,Mil pessoas,578,Mil pessoas,617,Mil pessoas,581,Mil pessoas,555,Mil pessoas,547,Mil pessoas
UF,42,Santa Catarina,9 a 11 anos,593,Mil pessoas,541,Mil pessoas,570,Mil pessoas,515,Mil pessoas,582,Mil pessoas,519,Mil pessoas,578,Mil pessoas,533,Mil pessoas,585,Mil pessoas,535,Mil pessoas,563,Mil pessoas,532,Mil pessoas,589,Mil pessoas,519,Mil pessoas
UF,42,Santa Catarina,12 anos ou mais,1229,Mil pessoas,1322,Mil pessoas,1303,Mil pessoas,1412,Mil pessoas,1364,Mil pessoas,1456,Mil pessoas,1409,Mil pessoas,1521,Mil pessoas,1557,Mil pessoas,1631,Mil pessoas,1593,Mil pessoas,1683,Mil pessoas,1698,Mil pessoas,1785,Mil pessoas
UF,43,Rio Grande do Sul,Sem instrução ou menos de 5 anos,439,Mil pessoas,495,Mil pessoas,402,Mil pessoas,453,Mil pessoas,403,Mil pessoas,451,Mil pessoas,349,Mil pessoas,402,Mil pessoas,339,Mil pessoas,410,Mil pessoas,363,Mil pessoas,416,Mil pessoas,349,Mil pessoas,389,Mil pessoas
UF,43,Rio Grande do Sul,5 a 8 anos,1240,Mil pessoas,1181,Mil pessoas,1261,Mil pessoas,1229,Mil pessoas,1249,Mil pessoas,1231,Mil pessoas,1210,Mil pessoas,1174,Mil pessoas,1140,Mil pessoas,1102,Mil pessoas,1099,Mil pessoas,1064,Mil pessoas,1047,Mil pessoas,1018,Mil pessoas
UF,43,Rio Grande do Sul,9 a 11 anos,889,Mil pessoas,847,Mil pessoas,904,Mil pessoas,844,Mil pessoas,906,Mil pessoas,839,Mil pessoas,856,Mil pessoas,868,Mil pessoas,953,Mil pessoas,809,Mil pessoas,904,Mil pessoas,803,Mil pessoas,841,Mil pessoas,795,Mil pessoas
UF,43,Rio Grande do Sul,12 anos ou mais,1892,Mil pessoas,2225,Mil pessoas,1872,Mil pessoas,2266,Mil pessoas,1931,Mil pessoas,2275,Mil pessoas,2120,Mil pessoas,2431,Mil pessoas,2223,Mil pessoas,2556,Mil pessoas,2254,Mil pessoas,2584,Mil pessoas,2409,Mil pessoas,2691,Mil pessoas
UF,50,Mato Grosso do Sul,Sem instrução ou menos de 5 anos,162,Mil pessoas,167,Mil pessoas,146,Mil pessoas,159,Mil pessoas,135,Mil pessoas,145,Mil pessoas,131,Mil pessoas,131,Mil pessoas,116,Mil pessoas,121,Mil pessoas,116,Mil pessoas,122,Mil pessoas,120,Mil pessoas,114,Mil pessoas
UF,50,Mato Grosso do Sul,5 a 8 anos,273,Mil pessoas,226,Mil pessoas,265,Mil pessoas,222,Mil pessoas,273,Mil pessoas,224,Mil pessoas,273,Mil pessoas,230,Mil pessoas,252,Mil pessoas,200,Mil pessoas,243,Mil pessoas,204,Mil pessoas,242,Mil pessoas,198,Mil pessoas
UF,50,Mato Grosso do Sul,9 a 11 anos,181,Mil pessoas,188,Mil pessoas,186,Mil pessoas,181,Mil pessoas,196,Mil pessoas,186,Mil pessoas,192,Mil pessoas,180,Mil pessoas,186,Mil pessoas,185,Mil pessoas,190,Mil pessoas,175,Mil pessoas,185,Mil pessoas,181,Mil pessoas
UF,50,Mato Grosso do Sul,12 anos ou mais,373,Mil pessoas,463,Mil pessoas,410,Mil pessoas,497,Mil pessoas,416,Mil pessoas,505,Mil pessoas,435,Mil pessoas,534,Mil pessoas,503,Mil pessoas,610,Mil pessoas,536,Mil pessoas,654,Mil pessoas,555,Mil pessoas,669,Mil pessoas
UF,51,Mato Grosso,Sem instrução ou menos de 5 anos,236,Mil pessoas,211,Mil pessoas,219,Mil pessoas,192,Mil pessoas,201,Mil pessoas,185,Mil pessoas,191,Mil pessoas,166,Mil pessoas,188,Mil pessoas,168,Mil pessoas,188,Mil pessoas,177,Mil pessoas,164,Mil pessoas,143,Mil pessoas
UF,51,Mato Grosso,5 a 8 anos,284,Mil pessoas,224,Mil pessoas,324,Mil pessoas,246,Mil pessoas,330,Mil pessoas,252,Mil pessoas,302,Mil pessoas,246,Mil pessoas,284,Mil pessoas,209,Mil pessoas,249,Mil pessoas,199,Mil pessoas,248,Mil pessoas,193,Mil pessoas
UF,51,Mato Grosso,9 a 11 anos,283,Mil pessoas,238,Mil pessoas,260,Mil pessoas,240,Mil pessoas,277,Mil pessoas,237,Mil pessoas,286,Mil pessoas,231,Mil pessoas,288,Mil pessoas,249,Mil pessoas,276,Mil pessoas,267,Mil pessoas,278,Mil pessoas,245,Mil pessoas
UF,51,Mato Grosso,12 anos ou mais,488,Mil pessoas,596,Mil pessoas,474,Mil pessoas,624,Mil pessoas,522,Mil pessoas,653,Mil pessoas,563,Mil pessoas,680,Mil pessoas,636,Mil pessoas,733,Mil pessoas,680,Mil pessoas,763,Mil pessoas,705,Mil pessoas,851,Mil pessoas
UF,52,Goiás,Sem instrução ou menos de 5 anos,427,Mil pessoas,375,Mil pessoas,372,Mil pessoas,341,Mil pessoas,363,Mil pessoas,325,Mil pessoas,379,Mil pessoas,328,Mil pessoas,349,Mil pessoas,313,Mil pessoas,337,Mil pessoas,282,Mil pessoas,301,Mil pessoas,278,Mil pessoas
UF,52,Goiás,5 a 8 anos,608,Mil pessoas,526,Mil pessoas,676,Mil pessoas,591,Mil pessoas,642,Mil pessoas,592,Mil pessoas,601,Mil pessoas,569,Mil pessoas,608,Mil pessoas,535,Mil pessoas,561,Mil pessoas,531,Mil pessoas,559,Mil pessoas,524,Mil pessoas
UF,52,Goiás,9 a 11 anos,507,Mil pessoas,483,Mil pessoas,495,Mil pessoas,475,Mil pessoas,522,Mil pessoas,477,Mil pessoas,529,Mil pessoas,473,Mil pessoas,549,Mil pessoas,479,Mil pessoas,526,Mil pessoas,488,Mil pessoas,512,Mil pessoas,483,Mil pessoas
UF,52,Goiás,12 anos ou mais,1061,Mil pessoas,1303,Mil pessoas,1113,Mil pessoas,1341,Mil pessoas,1155,Mil pessoas,1421,Mil pessoas,1218,Mil pessoas,1489,Mil pessoas,1398,Mil pessoas,1638,Mil pessoas,1510,Mil pessoas,1694,Mil pessoas,1561,Mil pessoas,1799,Mil pessoas
UF,53,Distrito Federal,Sem instrução ou menos de 5 anos,96,Mil pessoas,107,Mil pessoas,75,Mil pessoas,75,Mil pessoas,80,Mil pessoas,77,Mil pessoas,72,Mil pessoas,78,Mil pessoas,62,Mil pessoas,67,Mil pessoas,52,Mil pessoas,69,Mil pessoas,61,Mil pessoas,77,Mil pessoas
UF,53,Distrito Federal,5 a 8 anos,154,Mil pessoas,159,Mil pessoas,194,Mil pessoas,186,Mil pessoas,193,Mil pessoas,183,Mil pessoas,178,Mil pessoas,185,Mil pessoas,170,Mil pessoas,163,Mil pessoas,170,Mil pessoas,158,Mil pessoas,147,Mil pessoas,152,Mil pessoas
UF,53,Distrito Federal,9 a 11 anos,194,Mil pessoas,190,Mil pessoas,183,Mil pessoas,186,Mil pessoas,165,Mil pessoas,175,Mil pessoas,177,Mil pessoas,170,Mil pessoas,173,Mil pessoas,179,Mil pessoas,157,Mil pessoas,172,Mil pessoas,169,Mil pessoas,176,Mil pessoas
UF,53,Distrito Federal,12 anos ou mais,645,Mil pessoas,755,Mil pessoas,660,Mil pessoas,798,Mil pessoas,712,Mil pessoas,836,Mil pessoas,724,Mil pessoas,866,Mil pessoas,791,Mil pessoas,916,Mil pessoas,845,Mil pessoas,958,Mil pessoas,861,Mil pessoas,968,Mil pessoas
Fonte: IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua Anual - 2º trimestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A partir de 01 de agosto de 2022, as estimativas deste tema passaram a ser divulgadas com base no novo método de ponderação da pesquisa, conforme a Nota Técnica 03/2021. Consequentemente, a série histórica dos indicadores foi atualizada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Símbolo,Significado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,"Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Zero resultante de um cálculo ou arredondamento.
Ex: A inflação do feijão em determinada Região Metropolitana foi 0.
Determinado município produziu 400 kg de sementes de girassol e os dados da tabela são expressos em toneladas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,"Valor inibido para não identificar o informante.
Ex: Determinado município só possui uma empresa produtora de cimento, logo o valor de sua produção deve ser inibido.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,"Valor não se aplica.
Ex: Não se pode obter o total da produção agrícola em determinado município quando os produtos agrícolas são contabilizados com unidades de medida distintas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
...,"Valor não disponível.
Ex: A produção de feijão em determinado município não foi pesquisada ou determinado município não existia no ano da pesquisa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A a Z
(exceto X)","Significa uma faixa de valores. Varia em função da tabela (se for o caso).
Ex: O nível de precisão da produção estimada de combustíveis está na faixa A (95 a 100%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
