"Tabela 7141 - Taxa ajustada de frequência escolar líquida, por sexo e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Total,11 a 14 anos nos anos finais do ensino fundamental,89.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Total,15 a 17 anos no ensino médio,69.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Total,18 a 24 no ensino superior,26.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Homens,6 a 14 anos no ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Homens,15 a 17 anos no ensino médio,64.5,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Homens,18 a 24 no ensino superior,23.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Mulheres,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,93.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,91.4,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Mulheres,15 a 17 anos no ensino médio,76.4,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Mulheres,18 a 24 no ensino superior,29.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Total,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Total,11 a 14 anos nos anos finais do ensino fundamental,87.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Total,15 a 17 anos no ensino médio,70.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Total,18 a 24 no ensino superior,38.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Homens,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Homens,11 a 14 anos nos anos finais do ensino fundamental,85.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Homens,15 a 17 anos no ensino médio,68.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Homens,18 a 24 no ensino superior,32.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Mulheres,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Mulheres,15 a 17 anos no ensino médio,72.5,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Mulheres,18 a 24 no ensino superior,43.5,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Total,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Total,11 a 14 anos nos anos finais do ensino fundamental,86.6,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Total,15 a 17 anos no ensino médio,69.2,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Total,18 a 24 no ensino superior,24.3,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Homens,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Homens,11 a 14 anos nos anos finais do ensino fundamental,84.7,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Homens,15 a 17 anos no ensino médio,64.4,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Homens,18 a 24 no ensino superior,20.8,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Mulheres,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,88.7,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Mulheres,15 a 17 anos no ensino médio,74.1,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Mulheres,18 a 24 no ensino superior,27.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Total,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Total,11 a 14 anos nos anos finais do ensino fundamental,79.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Total,15 a 17 anos no ensino médio,61.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Total,18 a 24 no ensino superior,19.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Homens,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Homens,11 a 14 anos nos anos finais do ensino fundamental,77.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Homens,15 a 17 anos no ensino médio,58.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Homens,18 a 24 no ensino superior,16.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Mulheres,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,82.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Mulheres,15 a 17 anos no ensino médio,65.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Mulheres,18 a 24 no ensino superior,22.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Total,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Total,11 a 14 anos nos anos finais do ensino fundamental,83.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Total,15 a 17 anos no ensino médio,61.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Total,18 a 24 no ensino superior,18.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Homens,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Homens,11 a 14 anos nos anos finais do ensino fundamental,80.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Homens,15 a 17 anos no ensino médio,54.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Homens,18 a 24 no ensino superior,16.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Mulheres,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,86.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Mulheres,15 a 17 anos no ensino médio,67.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Mulheres,18 a 24 no ensino superior,20.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Total,6 a 14 anos no ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Total,11 a 14 anos nos anos finais do ensino fundamental,89.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Total,15 a 17 anos no ensino médio,76.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Total,18 a 24 no ensino superior,26.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Homens,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Homens,15 a 17 anos no ensino médio,72.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Homens,18 a 24 no ensino superior,22.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Mulheres,6 a 14 anos no ensino fundamental,98.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Mulheres,15 a 17 anos no ensino médio,80.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Mulheres,18 a 24 no ensino superior,30.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Total,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Total,11 a 14 anos nos anos finais do ensino fundamental,89.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Total,15 a 17 anos no ensino médio,71.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Total,18 a 24 no ensino superior,29.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Homens,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Homens,11 a 14 anos nos anos finais do ensino fundamental,86.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Homens,15 a 17 anos no ensino médio,65.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Homens,18 a 24 no ensino superior,25.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Mulheres,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,91.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Mulheres,15 a 17 anos no ensino médio,78.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Mulheres,18 a 24 no ensino superior,34.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Total,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Total,11 a 14 anos nos anos finais do ensino fundamental,89.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Total,15 a 17 anos no ensino médio,71.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Total,18 a 24 no ensino superior,30.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Homens,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Homens,15 a 17 anos no ensino médio,66.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Homens,18 a 24 no ensino superior,26.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Mulheres,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Mulheres,15 a 17 anos no ensino médio,76.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Mulheres,18 a 24 no ensino superior,34.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Total,6 a 14 anos no ensino fundamental,98.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Total,6 a 10 anos nos anos iniciais do ensino fundamental,98.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Total,11 a 14 anos nos anos finais do ensino fundamental,86.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Total,15 a 17 anos no ensino médio,65.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Total,18 a 24 no ensino superior,22.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Homens,6 a 14 anos no ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Homens,11 a 14 anos nos anos finais do ensino fundamental,82.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Homens,15 a 17 anos no ensino médio,65.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Homens,18 a 24 no ensino superior,17.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Mulheres,6 a 14 anos no ensino fundamental,99.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,99.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Mulheres,15 a 17 anos no ensino médio,66.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Mulheres,18 a 24 no ensino superior,28.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Total,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Total,6 a 10 anos nos anos iniciais do ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Total,11 a 14 anos nos anos finais do ensino fundamental,79.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Total,15 a 17 anos no ensino médio,64.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Total,18 a 24 no ensino superior,22.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Homens,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Homens,11 a 14 anos nos anos finais do ensino fundamental,77.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Homens,15 a 17 anos no ensino médio,62.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Homens,18 a 24 no ensino superior,19.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Mulheres,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,81.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Mulheres,15 a 17 anos no ensino médio,66.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Mulheres,18 a 24 no ensino superior,24.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Total,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Total,11 a 14 anos nos anos finais do ensino fundamental,82.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Total,15 a 17 anos no ensino médio,65.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Total,18 a 24 no ensino superior,19.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Homens,6 a 14 anos no ensino fundamental,95.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,93.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Homens,11 a 14 anos nos anos finais do ensino fundamental,79.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Homens,15 a 17 anos no ensino médio,61.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Homens,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Mulheres,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,86.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Mulheres,15 a 17 anos no ensino médio,69.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Mulheres,18 a 24 no ensino superior,21.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Total,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Total,6 a 10 anos nos anos iniciais do ensino fundamental,92.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Total,11 a 14 anos nos anos finais do ensino fundamental,84.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Total,15 a 17 anos no ensino médio,72.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Total,18 a 24 no ensino superior,25.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Homens,6 a 14 anos no ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Homens,11 a 14 anos nos anos finais do ensino fundamental,81.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Homens,15 a 17 anos no ensino médio,68.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Homens,18 a 24 no ensino superior,23.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Mulheres,6 a 14 anos no ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,92.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,86.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Mulheres,15 a 17 anos no ensino médio,77.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Mulheres,18 a 24 no ensino superior,29.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Total,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Total,11 a 14 anos nos anos finais do ensino fundamental,75.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Total,15 a 17 anos no ensino médio,56.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Total,18 a 24 no ensino superior,16.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Homens,6 a 14 anos no ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Homens,11 a 14 anos nos anos finais do ensino fundamental,74.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Homens,15 a 17 anos no ensino médio,53.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Homens,18 a 24 no ensino superior,13.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Mulheres,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,77.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Mulheres,15 a 17 anos no ensino médio,60.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Mulheres,18 a 24 no ensino superior,18.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Total,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Total,11 a 14 anos nos anos finais do ensino fundamental,78.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Total,15 a 17 anos no ensino médio,63.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Total,18 a 24 no ensino superior,28.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Homens,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Homens,11 a 14 anos nos anos finais do ensino fundamental,73.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Homens,15 a 17 anos no ensino médio,58.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Homens,18 a 24 no ensino superior,28.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Mulheres,6 a 14 anos no ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,93.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,83.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Mulheres,15 a 17 anos no ensino médio,68.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Mulheres,18 a 24 no ensino superior,29.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Total,6 a 14 anos no ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Total,6 a 10 anos nos anos iniciais do ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Total,11 a 14 anos nos anos finais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Total,15 a 17 anos no ensino médio,71.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Total,18 a 24 no ensino superior,24.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Homens,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Homens,11 a 14 anos nos anos finais do ensino fundamental,85.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Homens,15 a 17 anos no ensino médio,68.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Homens,18 a 24 no ensino superior,20.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Mulheres,6 a 14 anos no ensino fundamental,98.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,92.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Mulheres,15 a 17 anos no ensino médio,74.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Mulheres,18 a 24 no ensino superior,29.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Total,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
