"Tabela 7142 - Taxa ajustada de frequência escolar líquida, por cor ou raça e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Branca,15 a 17 anos no ensino médio,77.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Branca,18 a 24 no ensino superior,34.7,%
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Preta ou parda,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,87.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Preta ou parda,15 a 17 anos no ensino médio,62.7,%
Taxa ajustada de frequência escolar líquida,2017,UF,42,Santa Catarina,Preta ou parda,18 a 24 no ensino superior,14.4,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Branca,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.7,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Branca,15 a 17 anos no ensino médio,68.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Branca,18 a 24 no ensino superior,31.7,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Preta ou parda,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,84.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Preta ou parda,15 a 17 anos no ensino médio,47.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,43,Rio Grande do Sul,Preta ou parda,18 a 24 no ensino superior,9.5,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Branca,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Branca,15 a 17 anos no ensino médio,69.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Branca,18 a 24 no ensino superior,38.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Preta ou parda,6 a 14 anos no ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Preta ou parda,15 a 17 anos no ensino médio,56.4,%
Taxa ajustada de frequência escolar líquida,2017,UF,50,Mato Grosso do Sul,Preta ou parda,18 a 24 no ensino superior,21.2,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Branca,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Branca,15 a 17 anos no ensino médio,79.2,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Branca,18 a 24 no ensino superior,35.2,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Preta ou parda,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Preta ou parda,15 a 17 anos no ensino médio,76.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,51,Mato Grosso,Preta ou parda,18 a 24 no ensino superior,21.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Branca,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Branca,15 a 17 anos no ensino médio,74.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Branca,18 a 24 no ensino superior,34.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Preta ou parda,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.5,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.5,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Preta ou parda,15 a 17 anos no ensino médio,67.8,%
Taxa ajustada de frequência escolar líquida,2017,UF,52,Goiás,Preta ou parda,18 a 24 no ensino superior,22.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Branca,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Branca,15 a 17 anos no ensino médio,79.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Branca,18 a 24 no ensino superior,53.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Preta ou parda,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,86.2,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Preta ou parda,15 a 17 anos no ensino médio,66.3,%
Taxa ajustada de frequência escolar líquida,2017,UF,53,Distrito Federal,Preta ou parda,18 a 24 no ensino superior,30.2,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Branca,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Branca,15 a 17 anos no ensino médio,76.3,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Branca,18 a 24 no ensino superior,35.0,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Preta ou parda,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,84.4,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Preta ou parda,15 a 17 anos no ensino médio,64.8,%
Taxa ajustada de frequência escolar líquida,2018,BR,1,Brasil,Preta ou parda,18 a 24 no ensino superior,17.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Branca,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Branca,11 a 14 anos nos anos finais do ensino fundamental,83.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Branca,15 a 17 anos no ensino médio,69.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Branca,18 a 24 no ensino superior,30.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Preta ou parda,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,79.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Preta ou parda,15 a 17 anos no ensino médio,60.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,1,Norte,Preta ou parda,18 a 24 no ensino superior,17.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Branca,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Branca,15 a 17 anos no ensino médio,65.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Branca,18 a 24 no ensino superior,28.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Preta ou parda,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Preta ou parda,15 a 17 anos no ensino médio,60.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,2,Nordeste,Preta ou parda,18 a 24 no ensino superior,15.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Branca,6 a 14 anos no ensino fundamental,98.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Branca,15 a 17 anos no ensino médio,81.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Branca,18 a 24 no ensino superior,37.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Preta ou parda,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Preta ou parda,15 a 17 anos no ensino médio,71.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,3,Sudeste,Preta ou parda,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Branca,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Branca,15 a 17 anos no ensino médio,74.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Branca,18 a 24 no ensino superior,35.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Preta ou parda,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Preta ou parda,15 a 17 anos no ensino médio,63.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,4,Sul,Preta ou parda,18 a 24 no ensino superior,16.3,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Branca,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Branca,15 a 17 anos no ensino médio,76.1,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Branca,18 a 24 no ensino superior,39.4,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Preta ou parda,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Preta ou parda,15 a 17 anos no ensino médio,69.2,%
Taxa ajustada de frequência escolar líquida,2018,GR,5,Centro-Oeste,Preta ou parda,18 a 24 no ensino superior,25.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Branca,6 a 14 anos no ensino fundamental,98.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,98.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Branca,11 a 14 anos nos anos finais do ensino fundamental,88.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Branca,15 a 17 anos no ensino médio,71.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Branca,18 a 24 no ensino superior,32.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Preta ou parda,6 a 14 anos no ensino fundamental,98.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,98.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,86.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Preta ou parda,15 a 17 anos no ensino médio,63.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,11,Rondônia,Preta ou parda,18 a 24 no ensino superior,19.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Branca,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Branca,11 a 14 anos nos anos finais do ensino fundamental,80.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Branca,15 a 17 anos no ensino médio,73.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Branca,18 a 24 no ensino superior,26.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Preta ou parda,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,79.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Preta ou parda,15 a 17 anos no ensino médio,63.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,12,Acre,Preta ou parda,18 a 24 no ensino superior,21.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Branca,11 a 14 anos nos anos finais do ensino fundamental,83.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Branca,15 a 17 anos no ensino médio,75.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Branca,18 a 24 no ensino superior,34.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Preta ou parda,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Preta ou parda,15 a 17 anos no ensino médio,63.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,13,Amazonas,Preta ou parda,18 a 24 no ensino superior,17.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Branca,6 a 14 anos no ensino fundamental,93.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,89.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Branca,15 a 17 anos no ensino médio,78.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Branca,18 a 24 no ensino superior,38.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Preta ou parda,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,84.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Preta ou parda,15 a 17 anos no ensino médio,71.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,14,Roraima,Preta ou parda,18 a 24 no ensino superior,23.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Branca,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Branca,11 a 14 anos nos anos finais do ensino fundamental,80.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Branca,15 a 17 anos no ensino médio,64.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Branca,18 a 24 no ensino superior,24.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Preta ou parda,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,74.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Preta ou parda,15 a 17 anos no ensino médio,55.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,15,Pará,Preta ou parda,18 a 24 no ensino superior,14.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Branca,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Branca,15 a 17 anos no ensino médio,50.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Branca,18 a 24 no ensino superior,42.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Preta ou parda,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,76.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Preta ou parda,15 a 17 anos no ensino médio,65.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,16,Amapá,Preta ou parda,18 a 24 no ensino superior,26.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Branca,6 a 14 anos no ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Branca,15 a 17 anos no ensino médio,78.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Branca,18 a 24 no ensino superior,42.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Preta ou parda,6 a 14 anos no ensino fundamental,98.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Preta ou parda,15 a 17 anos no ensino médio,69.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,17,Tocantins,Preta ou parda,18 a 24 no ensino superior,19.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Branca,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,93.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Branca,15 a 17 anos no ensino médio,68.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Branca,18 a 24 no ensino superior,21.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Preta ou parda,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Preta ou parda,15 a 17 anos no ensino médio,63.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,21,Maranhão,Preta ou parda,18 a 24 no ensino superior,15.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Branca,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Branca,11 a 14 anos nos anos finais do ensino fundamental,81.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Branca,15 a 17 anos no ensino médio,60.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Branca,18 a 24 no ensino superior,30.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Preta ou parda,6 a 14 anos no ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Preta ou parda,15 a 17 anos no ensino médio,61.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,22,Piauí,Preta ou parda,18 a 24 no ensino superior,20.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Branca,6 a 14 anos no ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Branca,15 a 17 anos no ensino médio,76.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Branca,18 a 24 no ensino superior,28.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Preta ou parda,6 a 14 anos no ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Preta ou parda,15 a 17 anos no ensino médio,72.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,23,Ceará,Preta ou parda,18 a 24 no ensino superior,16.4,%
