"Tabela 7107 - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, por nível de instrução",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,UF,50,Mato Grosso do Sul,Total,1319.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,UF,51,Mato Grosso,Total,1626.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,UF,52,Goiás,Total,3353.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,UF,53,Distrito Federal,Total,1441.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,BR,1,Brasil,Total,94956.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,GR,1,Norte,Total,7475.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,GR,2,Nordeste,Total,21591.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,GR,3,Sudeste,Total,42826.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,GR,4,Sul,Total,15173.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,GR,5,Centro-Oeste,Total,7892.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,11,Rondônia,Total,815.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,12,Acre,Total,304.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,13,Amazonas,Total,1640.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,14,Roraima,Total,219.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,15,Pará,Total,3518.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,16,Amapá,Total,326.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,17,Tocantins,Total,652.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,21,Maranhão,Total,2271.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,22,Piauí,Total,1293.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,23,Ceará,Total,3697.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,24,Rio Grande do Norte,Total,1329.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,25,Paraíba,Total,1493.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,26,Pernambuco,Total,3576.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,27,Alagoas,Total,1041.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,28,Sergipe,Total,937.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,29,Bahia,Total,5954.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,31,Minas Gerais,Total,10270.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,32,Espírito Santo,Total,1963.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,33,Rio de Janeiro,Total,7699.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,35,São Paulo,Total,22894.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,41,Paraná,Total,5650.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,42,Santa Catarina,Total,3734.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,43,Rio Grande do Sul,Total,5788.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,50,Mato Grosso do Sul,Total,1345.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,51,Mato Grosso,Total,1694.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,52,Goiás,Total,3409.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,UF,53,Distrito Federal,Total,1444.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,BR,1,Brasil,Total,99577.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,GR,1,Norte,Total,8122.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,GR,2,Nordeste,Total,22690.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,GR,3,Sudeste,Total,44423.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,GR,4,Sul,Total,15794.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,GR,5,Centro-Oeste,Total,8548.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,11,Rondônia,Total,833.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,12,Acre,Total,335.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,13,Amazonas,Total,1802.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,14,Roraima,Total,247.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,15,Pará,Total,3775.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,16,Amapá,Total,376.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,17,Tocantins,Total,754.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,21,Maranhão,Total,2535.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,22,Piauí,Total,1301.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,23,Ceará,Total,3685.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,24,Rio Grande do Norte,Total,1402.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,25,Paraíba,Total,1544.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,26,Pernambuco,Total,3773.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,27,Alagoas,Total,1239.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,28,Sergipe,Total,960.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,29,Bahia,Total,6253.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,31,Minas Gerais,Total,10618.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,32,Espírito Santo,Total,1994.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,33,Rio de Janeiro,Total,7956.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,35,São Paulo,Total,23855.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,41,Paraná,Total,5969.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,42,Santa Catarina,Total,3944.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,43,Rio Grande do Sul,Total,5881.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,50,Mato Grosso do Sul,Total,1413.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,51,Mato Grosso,Total,1795.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,52,Goiás,Total,3738.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,UF,53,Distrito Federal,Total,1602.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,BR,1,Brasil,Total,100690.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,GR,1,Norte,Total,8169.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,GR,2,Nordeste,Total,22412.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,GR,3,Sudeste,Total,45466.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,GR,4,Sul,Total,15897.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,GR,5,Centro-Oeste,Total,8747.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,11,Rondônia,Total,824.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,12,Acre,Total,316.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,13,Amazonas,Total,1752.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,14,Roraima,Total,262.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,15,Pará,Total,3869.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,16,Amapá,Total,391.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,17,Tocantins,Total,755.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,21,Maranhão,Total,2601.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,22,Piauí,Total,1268.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,23,Ceará,Total,3675.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,24,Rio Grande do Norte,Total,1350.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,25,Paraíba,Total,1543.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,26,Pernambuco,Total,3674.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,27,Alagoas,Total,1259.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,28,Sergipe,Total,967.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,29,Bahia,Total,6075.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,31,Minas Gerais,Total,10818.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,32,Espírito Santo,Total,2036.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,33,Rio de Janeiro,Total,8149.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,35,São Paulo,Total,24463.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,41,Paraná,Total,5980.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,42,Santa Catarina,Total,4030.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,43,Rio Grande do Sul,Total,5887.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,50,Mato Grosso do Sul,Total,1430.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,51,Mato Grosso,Total,1830.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,52,Goiás,Total,3876.0,Mil pessoas
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,UF,53,Distrito Federal,Total,1611.0,Mil pessoas
Fonte: IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua Anual - 1ª visita,,,,,,,
,,,,,,,
Notas,,,,,,,
"Até o 3º trimestre de 2015, as pessoas em licença remunerada na semana de referência da pesquisa e que estavam afastadas por período inferior a 4 meses eram classificadas como ""ocupadas"". Caso esse afastamento fosse igual ou superior a 4 meses, essas pessoas eram definidas como ""fora da força de trabalho"".
A partir do 4º trimestre de 2015, em acordo com as recomendações da 19ª Conferência Internacional de Estatísticos do Trabalho - CIET, da OIT, pessoas em licença remunerada, independentemente do tempo de afastamento, passaram a ser classificadas como ""ocupadas"".
Até o 3º trimestre de 2015, as pessoas que cursavam o ensino fundamental não seriado eram classificadas como ""Sem instrução"". A partir do 4º trimestre de 2015, as pessoas que cursavam o ensino fundamental não seriado foram classificadas como ""Sem instrução"" (se cursavam os anos iniciais) ou ""Fundamental incompleto ou equivalente"" (se cursavam os anos finais).
A partir de 2025, as estimativas deste tema passaram a ser divulgadas com base na nova ponderação da pesquisa, conforme a Nota Técnica 02/2025. Consequentemente, a série histórica dos indicadores foi atualizada.",,,,,,,
,,,,,,,
Legenda,,,,,,,
Símbolo,Significado,,,,,,
-,"Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução.",,,,,,
0,"Zero resultante de um cálculo ou arredondamento.
Ex: A inflação do feijão em determinada Região Metropolitana foi 0.
Determinado município produziu 400 kg de sementes de girassol e os dados da tabela são expressos em toneladas.",,,,,,
X,"Valor inibido para não identificar o informante.
Ex: Determinado município só possui uma empresa produtora de cimento, logo o valor de sua produção deve ser inibido.",,,,,,
..,"Valor não se aplica.
Ex: Não se pode obter o total da produção agrícola em determinado município quando os produtos agrícolas são contabilizados com unidades de medida distintas.",,,,,,
...,"Valor não disponível.
Ex: A produção de feijão em determinado município não foi pesquisada ou determinado município não existia no ano da pesquisa.",,,,,,
"A a Z
(exceto X)","Significa uma faixa de valores. Varia em função da tabela (se for o caso).
Ex: O nível de precisão da produção estimada de combustíveis está na faixa A (95 a 100%)",,,,,,
