"Tabela 7129 - Pessoas de 14 anos ou mais de idade, por cor ou raça e nível de instrução",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
UF,13,Amazonas,2018,Branca,Ensino fundamental incompleto ou equivalente,99.0,Mil pessoas
UF,13,Amazonas,2018,Branca,Ensino fundamental completo ou equivalente,31.0,Mil pessoas
UF,13,Amazonas,2018,Branca,Ensino médio incompleto ou equivalente,38.0,Mil pessoas
UF,13,Amazonas,2018,Branca,Ensino médio completo ou equivalente,139.0,Mil pessoas
UF,13,Amazonas,2018,Branca,Ensino superior incompleto ou equivalente,42.0,Mil pessoas
UF,13,Amazonas,2018,Branca,Superior completo,95.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Sem instrução,136.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Ensino fundamental incompleto ou equivalente,716.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Ensino fundamental completo ou equivalente,203.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Ensino médio incompleto ou equivalente,230.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Ensino médio completo ou equivalente,765.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Ensino superior incompleto ou equivalente,122.0,Mil pessoas
UF,13,Amazonas,2018,Preta ou parda,Superior completo,220.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Sem instrução,9.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Ensino fundamental incompleto ou equivalente,94.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Ensino fundamental completo ou equivalente,35.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Ensino médio incompleto ou equivalente,30.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Ensino médio completo ou equivalente,142.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Ensino superior incompleto ou equivalente,43.0,Mil pessoas
UF,13,Amazonas,2019,Branca,Superior completo,116.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Sem instrução,106.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Ensino fundamental incompleto ou equivalente,707.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Ensino fundamental completo ou equivalente,202.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Ensino médio incompleto ou equivalente,244.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Ensino médio completo ou equivalente,779.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Ensino superior incompleto ou equivalente,145.0,Mil pessoas
UF,13,Amazonas,2019,Preta ou parda,Superior completo,226.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Sem instrução,19.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Ensino fundamental incompleto ou equivalente,89.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Ensino fundamental completo ou equivalente,35.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Ensino médio incompleto ou equivalente,41.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Ensino médio completo ou equivalente,198.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Ensino superior incompleto ou equivalente,37.0,Mil pessoas
UF,13,Amazonas,2022,Branca,Superior completo,111.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Sem instrução,118.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Ensino fundamental incompleto ou equivalente,633.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Ensino fundamental completo ou equivalente,196.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Ensino médio incompleto ou equivalente,237.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Ensino médio completo ou equivalente,881.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Ensino superior incompleto ou equivalente,136.0,Mil pessoas
UF,13,Amazonas,2022,Preta ou parda,Superior completo,280.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Sem instrução,19.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Ensino fundamental incompleto ou equivalente,92.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Ensino fundamental completo ou equivalente,34.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Ensino médio incompleto ou equivalente,40.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Ensino médio completo ou equivalente,179.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Ensino superior incompleto ou equivalente,34.0,Mil pessoas
UF,13,Amazonas,2023,Branca,Superior completo,109.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Sem instrução,118.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Ensino fundamental incompleto ou equivalente,618.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Ensino fundamental completo ou equivalente,194.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Ensino médio incompleto ou equivalente,236.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Ensino médio completo ou equivalente,935.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Ensino superior incompleto ou equivalente,131.0,Mil pessoas
UF,13,Amazonas,2023,Preta ou parda,Superior completo,297.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Sem instrução,16.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Ensino fundamental incompleto ou equivalente,82.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Ensino fundamental completo ou equivalente,34.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Ensino médio incompleto ou equivalente,37.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Ensino médio completo ou equivalente,220.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Ensino superior incompleto ou equivalente,35.0,Mil pessoas
UF,13,Amazonas,2024,Branca,Superior completo,119.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Sem instrução,119.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Ensino fundamental incompleto ou equivalente,573.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Ensino fundamental completo ou equivalente,195.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Ensino médio incompleto ou equivalente,230.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Ensino médio completo ou equivalente,1002.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Ensino superior incompleto ou equivalente,128.0,Mil pessoas
UF,13,Amazonas,2024,Preta ou parda,Superior completo,322.0,Mil pessoas
UF,14,Roraima,2016,Branca,Sem instrução,3.0,Mil pessoas
UF,14,Roraima,2016,Branca,Ensino fundamental incompleto ou equivalente,15.0,Mil pessoas
UF,14,Roraima,2016,Branca,Ensino fundamental completo ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2016,Branca,Ensino médio incompleto ou equivalente,7.0,Mil pessoas
UF,14,Roraima,2016,Branca,Ensino médio completo ou equivalente,21.0,Mil pessoas
UF,14,Roraima,2016,Branca,Ensino superior incompleto ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2016,Branca,Superior completo,17.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Sem instrução,18.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Ensino fundamental incompleto ou equivalente,65.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Ensino fundamental completo ou equivalente,24.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Ensino médio incompleto ou equivalente,24.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Ensino médio completo ou equivalente,79.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Ensino superior incompleto ou equivalente,13.0,Mil pessoas
UF,14,Roraima,2016,Preta ou parda,Superior completo,29.0,Mil pessoas
UF,14,Roraima,2017,Branca,Sem instrução,3.0,Mil pessoas
UF,14,Roraima,2017,Branca,Ensino fundamental incompleto ou equivalente,14.0,Mil pessoas
UF,14,Roraima,2017,Branca,Ensino fundamental completo ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2017,Branca,Ensino médio incompleto ou equivalente,7.0,Mil pessoas
UF,14,Roraima,2017,Branca,Ensino médio completo ou equivalente,25.0,Mil pessoas
UF,14,Roraima,2017,Branca,Ensino superior incompleto ou equivalente,8.0,Mil pessoas
UF,14,Roraima,2017,Branca,Superior completo,18.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Sem instrução,15.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Ensino fundamental incompleto ou equivalente,66.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Ensino fundamental completo ou equivalente,23.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Ensino médio incompleto ou equivalente,29.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Ensino médio completo ou equivalente,84.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Ensino superior incompleto ou equivalente,18.0,Mil pessoas
UF,14,Roraima,2017,Preta ou parda,Superior completo,29.0,Mil pessoas
UF,14,Roraima,2018,Branca,Sem instrução,3.0,Mil pessoas
UF,14,Roraima,2018,Branca,Ensino fundamental incompleto ou equivalente,14.0,Mil pessoas
UF,14,Roraima,2018,Branca,Ensino fundamental completo ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2018,Branca,Ensino médio incompleto ou equivalente,8.0,Mil pessoas
UF,14,Roraima,2018,Branca,Ensino médio completo ou equivalente,23.0,Mil pessoas
UF,14,Roraima,2018,Branca,Ensino superior incompleto ou equivalente,7.0,Mil pessoas
UF,14,Roraima,2018,Branca,Superior completo,18.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Sem instrução,15.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Ensino fundamental incompleto ou equivalente,70.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Ensino fundamental completo ou equivalente,22.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Ensino médio incompleto ou equivalente,26.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Ensino médio completo ou equivalente,85.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Ensino superior incompleto ou equivalente,20.0,Mil pessoas
UF,14,Roraima,2018,Preta ou parda,Superior completo,37.0,Mil pessoas
UF,14,Roraima,2019,Branca,Sem instrução,3.0,Mil pessoas
UF,14,Roraima,2019,Branca,Ensino fundamental incompleto ou equivalente,13.0,Mil pessoas
UF,14,Roraima,2019,Branca,Ensino fundamental completo ou equivalente,4.0,Mil pessoas
UF,14,Roraima,2019,Branca,Ensino médio incompleto ou equivalente,7.0,Mil pessoas
UF,14,Roraima,2019,Branca,Ensino médio completo ou equivalente,25.0,Mil pessoas
UF,14,Roraima,2019,Branca,Ensino superior incompleto ou equivalente,7.0,Mil pessoas
UF,14,Roraima,2019,Branca,Superior completo,22.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Sem instrução,15.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Ensino fundamental incompleto ou equivalente,64.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Ensino fundamental completo ou equivalente,22.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Ensino médio incompleto ou equivalente,30.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Ensino médio completo ou equivalente,98.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Ensino superior incompleto ou equivalente,21.0,Mil pessoas
UF,14,Roraima,2019,Preta ou parda,Superior completo,37.0,Mil pessoas
UF,14,Roraima,2022,Branca,Sem instrução,3.0,Mil pessoas
UF,14,Roraima,2022,Branca,Ensino fundamental incompleto ou equivalente,13.0,Mil pessoas
UF,14,Roraima,2022,Branca,Ensino fundamental completo ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2022,Branca,Ensino médio incompleto ou equivalente,8.0,Mil pessoas
UF,14,Roraima,2022,Branca,Ensino médio completo ou equivalente,28.0,Mil pessoas
UF,14,Roraima,2022,Branca,Ensino superior incompleto ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2022,Branca,Superior completo,19.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Sem instrução,15.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Ensino fundamental incompleto ou equivalente,64.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Ensino fundamental completo ou equivalente,31.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Ensino médio incompleto ou equivalente,32.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Ensino médio completo ou equivalente,130.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Ensino superior incompleto ou equivalente,21.0,Mil pessoas
UF,14,Roraima,2022,Preta ou parda,Superior completo,45.0,Mil pessoas
UF,14,Roraima,2023,Branca,Sem instrução,4.0,Mil pessoas
UF,14,Roraima,2023,Branca,Ensino fundamental incompleto ou equivalente,14.0,Mil pessoas
UF,14,Roraima,2023,Branca,Ensino fundamental completo ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2023,Branca,Ensino médio incompleto ou equivalente,7.0,Mil pessoas
UF,14,Roraima,2023,Branca,Ensino médio completo ou equivalente,31.0,Mil pessoas
UF,14,Roraima,2023,Branca,Ensino superior incompleto ou equivalente,6.0,Mil pessoas
UF,14,Roraima,2023,Branca,Superior completo,23.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Sem instrução,14.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Ensino fundamental incompleto ou equivalente,65.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Ensino fundamental completo ou equivalente,27.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Ensino médio incompleto ou equivalente,36.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Ensino médio completo ou equivalente,122.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Ensino superior incompleto ou equivalente,20.0,Mil pessoas
UF,14,Roraima,2023,Preta ou parda,Superior completo,43.0,Mil pessoas
UF,14,Roraima,2024,Branca,Sem instrução,4.0,Mil pessoas
UF,14,Roraima,2024,Branca,Ensino fundamental incompleto ou equivalente,14.0,Mil pessoas
UF,14,Roraima,2024,Branca,Ensino fundamental completo ou equivalente,8.0,Mil pessoas
UF,14,Roraima,2024,Branca,Ensino médio incompleto ou equivalente,10.0,Mil pessoas
UF,14,Roraima,2024,Branca,Ensino médio completo ou equivalente,32.0,Mil pessoas
UF,14,Roraima,2024,Branca,Ensino superior incompleto ou equivalente,8.0,Mil pessoas
UF,14,Roraima,2024,Branca,Superior completo,21.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Sem instrução,13.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Ensino fundamental incompleto ou equivalente,70.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Ensino fundamental completo ou equivalente,23.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Ensino médio incompleto ou equivalente,36.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Ensino médio completo ou equivalente,121.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Ensino superior incompleto ou equivalente,27.0,Mil pessoas
UF,14,Roraima,2024,Preta ou parda,Superior completo,48.0,Mil pessoas
UF,15,Pará,2016,Branca,Sem instrução,48.0,Mil pessoas
UF,15,Pará,2016,Branca,Ensino fundamental incompleto ou equivalente,324.0,Mil pessoas
UF,15,Pará,2016,Branca,Ensino fundamental completo ou equivalente,91.0,Mil pessoas
UF,15,Pará,2016,Branca,Ensino médio incompleto ou equivalente,113.0,Mil pessoas
UF,15,Pará,2016,Branca,Ensino médio completo ou equivalente,273.0,Mil pessoas
UF,15,Pará,2016,Branca,Ensino superior incompleto ou equivalente,53.0,Mil pessoas
UF,15,Pará,2016,Branca,Superior completo,116.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Sem instrução,341.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Ensino fundamental incompleto ou equivalente,2034.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Ensino fundamental completo ou equivalente,500.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Ensino médio incompleto ou equivalente,515.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Ensino médio completo ou equivalente,1265.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Ensino superior incompleto ou equivalente,147.0,Mil pessoas
UF,15,Pará,2016,Preta ou parda,Superior completo,299.0,Mil pessoas
UF,15,Pará,2017,Branca,Sem instrução,48.0,Mil pessoas
UF,15,Pará,2017,Branca,Ensino fundamental incompleto ou equivalente,325.0,Mil pessoas
UF,15,Pará,2017,Branca,Ensino fundamental completo ou equivalente,92.0,Mil pessoas
UF,15,Pará,2017,Branca,Ensino médio incompleto ou equivalente,124.0,Mil pessoas
UF,15,Pará,2017,Branca,Ensino médio completo ou equivalente,286.0,Mil pessoas
UF,15,Pará,2017,Branca,Ensino superior incompleto ou equivalente,45.0,Mil pessoas
UF,15,Pará,2017,Branca,Superior completo,127.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Sem instrução,320.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Ensino fundamental incompleto ou equivalente,2004.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Ensino fundamental completo ou equivalente,517.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Ensino médio incompleto ou equivalente,521.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Ensino médio completo ou equivalente,1309.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Ensino superior incompleto ou equivalente,181.0,Mil pessoas
UF,15,Pará,2017,Preta ou parda,Superior completo,310.0,Mil pessoas
UF,15,Pará,2018,Branca,Sem instrução,41.0,Mil pessoas
UF,15,Pará,2018,Branca,Ensino fundamental incompleto ou equivalente,304.0,Mil pessoas
UF,15,Pará,2018,Branca,Ensino fundamental completo ou equivalente,99.0,Mil pessoas
UF,15,Pará,2018,Branca,Ensino médio incompleto ou equivalente,96.0,Mil pessoas
UF,15,Pará,2018,Branca,Ensino médio completo ou equivalente,277.0,Mil pessoas
UF,15,Pará,2018,Branca,Ensino superior incompleto ou equivalente,65.0,Mil pessoas
UF,15,Pará,2018,Branca,Superior completo,157.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Sem instrução,307.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Ensino fundamental incompleto ou equivalente,2009.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Ensino fundamental completo ou equivalente,502.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Ensino médio incompleto ou equivalente,540.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Ensino médio completo ou equivalente,1345.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Ensino superior incompleto ou equivalente,202.0,Mil pessoas
UF,15,Pará,2018,Preta ou parda,Superior completo,360.0,Mil pessoas
UF,15,Pará,2019,Branca,Sem instrução,35.0,Mil pessoas
UF,15,Pará,2019,Branca,Ensino fundamental incompleto ou equivalente,319.0,Mil pessoas
UF,15,Pará,2019,Branca,Ensino fundamental completo ou equivalente,102.0,Mil pessoas
UF,15,Pará,2019,Branca,Ensino médio incompleto ou equivalente,91.0,Mil pessoas
UF,15,Pará,2019,Branca,Ensino médio completo ou equivalente,306.0,Mil pessoas
UF,15,Pará,2019,Branca,Ensino superior incompleto ou equivalente,60.0,Mil pessoas
UF,15,Pará,2019,Branca,Superior completo,175.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Sem instrução,277.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Ensino fundamental incompleto ou equivalente,1996.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Ensino fundamental completo ou equivalente,496.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Ensino médio incompleto ou equivalente,533.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Ensino médio completo ou equivalente,1433.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Ensino superior incompleto ou equivalente,201.0,Mil pessoas
UF,15,Pará,2019,Preta ou parda,Superior completo,366.0,Mil pessoas
UF,15,Pará,2022,Branca,Sem instrução,52.0,Mil pessoas
UF,15,Pará,2022,Branca,Ensino fundamental incompleto ou equivalente,340.0,Mil pessoas
UF,15,Pará,2022,Branca,Ensino fundamental completo ou equivalente,104.0,Mil pessoas
UF,15,Pará,2022,Branca,Ensino médio incompleto ou equivalente,124.0,Mil pessoas
UF,15,Pará,2022,Branca,Ensino médio completo ou equivalente,362.0,Mil pessoas
UF,15,Pará,2022,Branca,Ensino superior incompleto ou equivalente,74.0,Mil pessoas
UF,15,Pará,2022,Branca,Superior completo,188.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Sem instrução,323.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Ensino fundamental incompleto ou equivalente,1875.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Ensino fundamental completo ou equivalente,492.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Ensino médio incompleto ou equivalente,566.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Ensino médio completo ou equivalente,1505.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Ensino superior incompleto ou equivalente,217.0,Mil pessoas
UF,15,Pará,2022,Preta ou parda,Superior completo,491.0,Mil pessoas
UF,15,Pará,2023,Branca,Sem instrução,42.0,Mil pessoas
UF,15,Pará,2023,Branca,Ensino fundamental incompleto ou equivalente,330.0,Mil pessoas
UF,15,Pará,2023,Branca,Ensino fundamental completo ou equivalente,104.0,Mil pessoas
UF,15,Pará,2023,Branca,Ensino médio incompleto ou equivalente,110.0,Mil pessoas
UF,15,Pará,2023,Branca,Ensino médio completo ou equivalente,362.0,Mil pessoas
UF,15,Pará,2023,Branca,Ensino superior incompleto ou equivalente,68.0,Mil pessoas
UF,15,Pará,2023,Branca,Superior completo,207.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Sem instrução,299.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Ensino fundamental incompleto ou equivalente,1855.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Ensino fundamental completo ou equivalente,507.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Ensino médio incompleto ou equivalente,565.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Ensino médio completo ou equivalente,1643.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Ensino superior incompleto ou equivalente,245.0,Mil pessoas
UF,15,Pará,2023,Preta ou parda,Superior completo,525.0,Mil pessoas
UF,15,Pará,2024,Branca,Sem instrução,56.0,Mil pessoas
UF,15,Pará,2024,Branca,Ensino fundamental incompleto ou equivalente,310.0,Mil pessoas
UF,15,Pará,2024,Branca,Ensino fundamental completo ou equivalente,105.0,Mil pessoas
UF,15,Pará,2024,Branca,Ensino médio incompleto ou equivalente,115.0,Mil pessoas
UF,15,Pará,2024,Branca,Ensino médio completo ou equivalente,397.0,Mil pessoas
UF,15,Pará,2024,Branca,Ensino superior incompleto ou equivalente,88.0,Mil pessoas
UF,15,Pará,2024,Branca,Superior completo,235.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Sem instrução,279.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Ensino fundamental incompleto ou equivalente,1724.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Ensino fundamental completo ou equivalente,518.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Ensino médio incompleto ou equivalente,570.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Ensino médio completo ou equivalente,1665.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Ensino superior incompleto ou equivalente,288.0,Mil pessoas
UF,15,Pará,2024,Preta ou parda,Superior completo,555.0,Mil pessoas
UF,16,Amapá,2016,Branca,Sem instrução,3.0,Mil pessoas
UF,16,Amapá,2016,Branca,Ensino fundamental incompleto ou equivalente,21.0,Mil pessoas
UF,16,Amapá,2016,Branca,Ensino fundamental completo ou equivalente,8.0,Mil pessoas
UF,16,Amapá,2016,Branca,Ensino médio incompleto ou equivalente,10.0,Mil pessoas
UF,16,Amapá,2016,Branca,Ensino médio completo ou equivalente,36.0,Mil pessoas
UF,16,Amapá,2016,Branca,Ensino superior incompleto ou equivalente,10.0,Mil pessoas
UF,16,Amapá,2016,Branca,Superior completo,20.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Sem instrução,24.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Ensino fundamental incompleto ou equivalente,122.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Ensino fundamental completo ou equivalente,44.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Ensino médio incompleto ou equivalente,47.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Ensino médio completo ou equivalente,134.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Ensino superior incompleto ou equivalente,23.0,Mil pessoas
UF,16,Amapá,2016,Preta ou parda,Superior completo,50.0,Mil pessoas
UF,16,Amapá,2017,Branca,Sem instrução,5.0,Mil pessoas
UF,16,Amapá,2017,Branca,Ensino fundamental incompleto ou equivalente,22.0,Mil pessoas
UF,16,Amapá,2017,Branca,Ensino fundamental completo ou equivalente,8.0,Mil pessoas
UF,16,Amapá,2017,Branca,Ensino médio incompleto ou equivalente,12.0,Mil pessoas
UF,16,Amapá,2017,Branca,Ensino médio completo ou equivalente,26.0,Mil pessoas
UF,16,Amapá,2017,Branca,Ensino superior incompleto ou equivalente,9.0,Mil pessoas
UF,16,Amapá,2017,Branca,Superior completo,18.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Sem instrução,20.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Ensino fundamental incompleto ou equivalente,136.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Ensino fundamental completo ou equivalente,48.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Ensino médio incompleto ou equivalente,48.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Ensino médio completo ou equivalente,145.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Ensino superior incompleto ou equivalente,33.0,Mil pessoas
UF,16,Amapá,2017,Preta ou parda,Superior completo,57.0,Mil pessoas
UF,16,Amapá,2018,Branca,Sem instrução,3.0,Mil pessoas
UF,16,Amapá,2018,Branca,Ensino fundamental incompleto ou equivalente,24.0,Mil pessoas
UF,16,Amapá,2018,Branca,Ensino fundamental completo ou equivalente,8.0,Mil pessoas
UF,16,Amapá,2018,Branca,Ensino médio incompleto ou equivalente,8.0,Mil pessoas
UF,16,Amapá,2018,Branca,Ensino médio completo ou equivalente,24.0,Mil pessoas
UF,16,Amapá,2018,Branca,Ensino superior incompleto ou equivalente,10.0,Mil pessoas
UF,16,Amapá,2018,Branca,Superior completo,22.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Sem instrução,30.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Ensino fundamental incompleto ou equivalente,133.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Ensino fundamental completo ou equivalente,42.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Ensino médio incompleto ou equivalente,48.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Ensino médio completo ou equivalente,153.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Ensino superior incompleto ou equivalente,34.0,Mil pessoas
UF,16,Amapá,2018,Preta ou parda,Superior completo,57.0,Mil pessoas
UF,16,Amapá,2019,Branca,Sem instrução,6.0,Mil pessoas
