"Tabela 7126 - Número médio de anos de estudo das pessoas de 15 anos ou mais, por sexo e grupo de idade",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
UF,13,Amazonas,2023,Homens,25 a 39 anos,11.4,%
UF,13,Amazonas,2023,Homens,40 a 59 anos,9.6,%
UF,13,Amazonas,2023,Homens,60 anos ou mais,6.8,%
UF,13,Amazonas,2023,Mulheres,15 anos ou mais,10.4,%
UF,13,Amazonas,2023,Mulheres,15 a 17 anos,9.3,%
UF,13,Amazonas,2023,Mulheres,18 a 29 anos,11.4,%
UF,13,Amazonas,2023,Mulheres,18 a 24 anos,11.6,%
UF,13,Amazonas,2023,Mulheres,25 anos ou mais,10.3,%
UF,13,Amazonas,2023,Mulheres,25 a 39 anos,11.8,%
UF,13,Amazonas,2023,Mulheres,40 a 59 anos,10.5,%
UF,13,Amazonas,2023,Mulheres,60 anos ou mais,6.6,%
UF,13,Amazonas,2024,Homens,15 anos ou mais,10.2,%
UF,13,Amazonas,2024,Homens,15 a 17 anos,9.1,%
UF,13,Amazonas,2024,Homens,18 a 29 anos,11.5,%
UF,13,Amazonas,2024,Homens,18 a 24 anos,11.6,%
UF,13,Amazonas,2024,Homens,25 anos ou mais,10.0,%
UF,13,Amazonas,2024,Homens,25 a 39 anos,11.4,%
UF,13,Amazonas,2024,Homens,40 a 59 anos,9.8,%
UF,13,Amazonas,2024,Homens,60 anos ou mais,6.9,%
UF,13,Amazonas,2024,Mulheres,15 anos ou mais,10.6,%
UF,13,Amazonas,2024,Mulheres,15 a 17 anos,9.3,%
UF,13,Amazonas,2024,Mulheres,18 a 29 anos,11.6,%
UF,13,Amazonas,2024,Mulheres,18 a 24 anos,11.7,%
UF,13,Amazonas,2024,Mulheres,25 anos ou mais,10.6,%
UF,13,Amazonas,2024,Mulheres,25 a 39 anos,11.9,%
UF,13,Amazonas,2024,Mulheres,40 a 59 anos,10.7,%
UF,13,Amazonas,2024,Mulheres,60 anos ou mais,7.0,%
UF,14,Roraima,2016,Homens,15 anos ou mais,9.3,%
UF,14,Roraima,2016,Homens,15 a 17 anos,8.7,%
UF,14,Roraima,2016,Homens,18 a 29 anos,10.4,%
UF,14,Roraima,2016,Homens,18 a 24 anos,10.7,%
UF,14,Roraima,2016,Homens,25 anos ou mais,9.1,%
UF,14,Roraima,2016,Homens,25 a 39 anos,10.6,%
UF,14,Roraima,2016,Homens,40 a 59 anos,8.7,%
UF,14,Roraima,2016,Homens,60 anos ou mais,5.0,%
UF,14,Roraima,2016,Mulheres,15 anos ou mais,10.2,%
UF,14,Roraima,2016,Mulheres,15 a 17 anos,9.3,%
UF,14,Roraima,2016,Mulheres,18 a 29 anos,11.2,%
UF,14,Roraima,2016,Mulheres,18 a 24 anos,11.3,%
UF,14,Roraima,2016,Mulheres,25 anos ou mais,10.1,%
UF,14,Roraima,2016,Mulheres,25 a 39 anos,11.7,%
UF,14,Roraima,2016,Mulheres,40 a 59 anos,9.8,%
UF,14,Roraima,2016,Mulheres,60 anos ou mais,4.6,%
UF,14,Roraima,2017,Homens,15 anos ou mais,9.8,%
UF,14,Roraima,2017,Homens,15 a 17 anos,8.7,%
UF,14,Roraima,2017,Homens,18 a 29 anos,11.0,%
UF,14,Roraima,2017,Homens,18 a 24 anos,11.1,%
UF,14,Roraima,2017,Homens,25 anos ou mais,9.6,%
UF,14,Roraima,2017,Homens,25 a 39 anos,11.0,%
UF,14,Roraima,2017,Homens,40 a 59 anos,9.4,%
UF,14,Roraima,2017,Homens,60 anos ou mais,5.2,%
UF,14,Roraima,2017,Mulheres,15 anos ou mais,10.6,%
UF,14,Roraima,2017,Mulheres,15 a 17 anos,9.4,%
UF,14,Roraima,2017,Mulheres,18 a 29 anos,11.6,%
UF,14,Roraima,2017,Mulheres,18 a 24 anos,11.9,%
UF,14,Roraima,2017,Mulheres,25 anos ou mais,10.5,%
UF,14,Roraima,2017,Mulheres,25 a 39 anos,12.1,%
UF,14,Roraima,2017,Mulheres,40 a 59 anos,10.4,%
UF,14,Roraima,2017,Mulheres,60 anos ou mais,5.4,%
UF,14,Roraima,2018,Homens,15 anos ou mais,9.8,%
UF,14,Roraima,2018,Homens,15 a 17 anos,9.1,%
UF,14,Roraima,2018,Homens,18 a 29 anos,11.2,%
UF,14,Roraima,2018,Homens,18 a 24 anos,11.2,%
UF,14,Roraima,2018,Homens,25 anos ou mais,9.5,%
UF,14,Roraima,2018,Homens,25 a 39 anos,11.2,%
UF,14,Roraima,2018,Homens,40 a 59 anos,8.9,%
UF,14,Roraima,2018,Homens,60 anos ou mais,5.2,%
UF,14,Roraima,2018,Mulheres,15 anos ou mais,10.7,%
UF,14,Roraima,2018,Mulheres,15 a 17 anos,9.6,%
UF,14,Roraima,2018,Mulheres,18 a 29 anos,11.6,%
UF,14,Roraima,2018,Mulheres,18 a 24 anos,11.9,%
UF,14,Roraima,2018,Mulheres,25 anos ou mais,10.6,%
UF,14,Roraima,2018,Mulheres,25 a 39 anos,12.1,%
UF,14,Roraima,2018,Mulheres,40 a 59 anos,10.3,%
UF,14,Roraima,2018,Mulheres,60 anos ou mais,6.0,%
UF,14,Roraima,2019,Homens,15 anos ou mais,10.1,%
UF,14,Roraima,2019,Homens,15 a 17 anos,8.7,%
UF,14,Roraima,2019,Homens,18 a 29 anos,11.5,%
UF,14,Roraima,2019,Homens,18 a 24 anos,11.5,%
UF,14,Roraima,2019,Homens,25 anos ou mais,9.9,%
UF,14,Roraima,2019,Homens,25 a 39 anos,11.4,%
UF,14,Roraima,2019,Homens,40 a 59 anos,9.5,%
UF,14,Roraima,2019,Homens,60 anos ou mais,6.0,%
UF,14,Roraima,2019,Mulheres,15 anos ou mais,11.0,%
UF,14,Roraima,2019,Mulheres,15 a 17 anos,9.4,%
UF,14,Roraima,2019,Mulheres,18 a 29 anos,11.7,%
UF,14,Roraima,2019,Mulheres,18 a 24 anos,11.9,%
UF,14,Roraima,2019,Mulheres,25 anos ou mais,10.9,%
UF,14,Roraima,2019,Mulheres,25 a 39 anos,12.3,%
UF,14,Roraima,2019,Mulheres,40 a 59 anos,10.7,%
UF,14,Roraima,2019,Mulheres,60 anos ou mais,6.6,%
UF,14,Roraima,2022,Homens,15 anos ou mais,10.4,%
UF,14,Roraima,2022,Homens,15 a 17 anos,9.3,%
UF,14,Roraima,2022,Homens,18 a 29 anos,11.5,%
UF,14,Roraima,2022,Homens,18 a 24 anos,11.6,%
UF,14,Roraima,2022,Homens,25 anos ou mais,10.2,%
UF,14,Roraima,2022,Homens,25 a 39 anos,11.9,%
UF,14,Roraima,2022,Homens,40 a 59 anos,9.8,%
UF,14,Roraima,2022,Homens,60 anos ou mais,5.9,%
UF,14,Roraima,2022,Mulheres,15 anos ou mais,10.9,%
UF,14,Roraima,2022,Mulheres,15 a 17 anos,9.2,%
UF,14,Roraima,2022,Mulheres,18 a 29 anos,11.9,%
UF,14,Roraima,2022,Mulheres,18 a 24 anos,12.0,%
UF,14,Roraima,2022,Mulheres,25 anos ou mais,10.8,%
UF,14,Roraima,2022,Mulheres,25 a 39 anos,12.4,%
UF,14,Roraima,2022,Mulheres,40 a 59 anos,10.6,%
UF,14,Roraima,2022,Mulheres,60 anos ou mais,6.3,%
UF,14,Roraima,2023,Homens,15 anos ou mais,10.3,%
UF,14,Roraima,2023,Homens,15 a 17 anos,9.1,%
UF,14,Roraima,2023,Homens,18 a 29 anos,11.6,%
UF,14,Roraima,2023,Homens,18 a 24 anos,11.7,%
UF,14,Roraima,2023,Homens,25 anos ou mais,10.1,%
UF,14,Roraima,2023,Homens,25 a 39 anos,11.7,%
UF,14,Roraima,2023,Homens,40 a 59 anos,9.9,%
UF,14,Roraima,2023,Homens,60 anos ou mais,6.1,%
UF,14,Roraima,2023,Mulheres,15 anos ou mais,11.1,%
UF,14,Roraima,2023,Mulheres,15 a 17 anos,9.3,%
UF,14,Roraima,2023,Mulheres,18 a 29 anos,11.9,%
UF,14,Roraima,2023,Mulheres,18 a 24 anos,12.2,%
UF,14,Roraima,2023,Mulheres,25 anos ou mais,11.1,%
UF,14,Roraima,2023,Mulheres,25 a 39 anos,12.5,%
UF,14,Roraima,2023,Mulheres,40 a 59 anos,11.1,%
UF,14,Roraima,2023,Mulheres,60 anos ou mais,6.7,%
UF,14,Roraima,2024,Homens,15 anos ou mais,10.3,%
UF,14,Roraima,2024,Homens,15 a 17 anos,9.2,%
UF,14,Roraima,2024,Homens,18 a 29 anos,11.5,%
UF,14,Roraima,2024,Homens,18 a 24 anos,11.6,%
UF,14,Roraima,2024,Homens,25 anos ou mais,10.2,%
UF,14,Roraima,2024,Homens,25 a 39 anos,11.7,%
UF,14,Roraima,2024,Homens,40 a 59 anos,9.7,%
UF,14,Roraima,2024,Homens,60 anos ou mais,6.6,%
UF,14,Roraima,2024,Mulheres,15 anos ou mais,11.4,%
UF,14,Roraima,2024,Mulheres,15 a 17 anos,9.5,%
UF,14,Roraima,2024,Mulheres,18 a 29 anos,12.1,%
UF,14,Roraima,2024,Mulheres,18 a 24 anos,12.3,%
UF,14,Roraima,2024,Mulheres,25 anos ou mais,11.4,%
UF,14,Roraima,2024,Mulheres,25 a 39 anos,12.5,%
UF,14,Roraima,2024,Mulheres,40 a 59 anos,11.6,%
UF,14,Roraima,2024,Mulheres,60 anos ou mais,7.7,%
UF,15,Pará,2016,Homens,15 anos ou mais,8.0,%
UF,15,Pará,2016,Homens,15 a 17 anos,7.9,%
UF,15,Pará,2016,Homens,18 a 29 anos,9.9,%
UF,15,Pará,2016,Homens,18 a 24 anos,9.9,%
UF,15,Pará,2016,Homens,25 anos ou mais,7.6,%
UF,15,Pará,2016,Homens,25 a 39 anos,9.1,%
UF,15,Pará,2016,Homens,40 a 59 anos,7.2,%
UF,15,Pará,2016,Homens,60 anos ou mais,4.3,%
UF,15,Pará,2016,Mulheres,15 anos ou mais,8.9,%
UF,15,Pará,2016,Mulheres,15 a 17 anos,8.6,%
UF,15,Pará,2016,Mulheres,18 a 29 anos,10.4,%
UF,15,Pará,2016,Mulheres,18 a 24 anos,10.4,%
UF,15,Pará,2016,Mulheres,25 anos ou mais,8.6,%
UF,15,Pará,2016,Mulheres,25 a 39 anos,10.2,%
UF,15,Pará,2016,Mulheres,40 a 59 anos,8.3,%
UF,15,Pará,2016,Mulheres,60 anos ou mais,4.8,%
UF,15,Pará,2017,Homens,15 anos ou mais,8.2,%
UF,15,Pará,2017,Homens,15 a 17 anos,7.8,%
UF,15,Pará,2017,Homens,18 a 29 anos,9.9,%
UF,15,Pará,2017,Homens,18 a 24 anos,9.9,%
UF,15,Pará,2017,Homens,25 anos ou mais,7.8,%
UF,15,Pará,2017,Homens,25 a 39 anos,9.3,%
UF,15,Pará,2017,Homens,40 a 59 anos,7.3,%
UF,15,Pará,2017,Homens,60 anos ou mais,4.5,%
UF,15,Pará,2017,Mulheres,15 anos ou mais,9.1,%
UF,15,Pará,2017,Mulheres,15 a 17 anos,8.8,%
UF,15,Pará,2017,Mulheres,18 a 29 anos,10.5,%
UF,15,Pará,2017,Mulheres,18 a 24 anos,10.7,%
UF,15,Pará,2017,Mulheres,25 anos ou mais,8.8,%
UF,15,Pará,2017,Mulheres,25 a 39 anos,10.5,%
UF,15,Pará,2017,Mulheres,40 a 59 anos,8.4,%
UF,15,Pará,2017,Mulheres,60 anos ou mais,5.2,%
UF,15,Pará,2018,Homens,15 anos ou mais,8.4,%
UF,15,Pará,2018,Homens,15 a 17 anos,8.2,%
UF,15,Pará,2018,Homens,18 a 29 anos,10.1,%
UF,15,Pará,2018,Homens,18 a 24 anos,10.1,%
UF,15,Pará,2018,Homens,25 anos ou mais,8.0,%
UF,15,Pará,2018,Homens,25 a 39 anos,9.6,%
UF,15,Pará,2018,Homens,40 a 59 anos,7.4,%
UF,15,Pará,2018,Homens,60 anos ou mais,5.0,%
UF,15,Pará,2018,Mulheres,15 anos ou mais,9.3,%
UF,15,Pará,2018,Mulheres,15 a 17 anos,8.6,%
UF,15,Pará,2018,Mulheres,18 a 29 anos,10.8,%
UF,15,Pará,2018,Mulheres,18 a 24 anos,10.8,%
UF,15,Pará,2018,Mulheres,25 anos ou mais,9.0,%
UF,15,Pará,2018,Mulheres,25 a 39 anos,10.7,%
UF,15,Pará,2018,Mulheres,40 a 59 anos,8.7,%
UF,15,Pará,2018,Mulheres,60 anos ou mais,5.5,%
UF,15,Pará,2019,Homens,15 anos ou mais,8.5,%
UF,15,Pará,2019,Homens,15 a 17 anos,8.2,%
UF,15,Pará,2019,Homens,18 a 29 anos,10.2,%
UF,15,Pará,2019,Homens,18 a 24 anos,10.1,%
UF,15,Pará,2019,Homens,25 anos ou mais,8.2,%
UF,15,Pará,2019,Homens,25 a 39 anos,9.7,%
UF,15,Pará,2019,Homens,40 a 59 anos,7.7,%
UF,15,Pará,2019,Homens,60 anos ou mais,5.1,%
UF,15,Pará,2019,Mulheres,15 anos ou mais,9.4,%
UF,15,Pará,2019,Mulheres,15 a 17 anos,8.9,%
UF,15,Pará,2019,Mulheres,18 a 29 anos,10.7,%
UF,15,Pará,2019,Mulheres,18 a 24 anos,10.9,%
UF,15,Pará,2019,Mulheres,25 anos ou mais,9.1,%
UF,15,Pará,2019,Mulheres,25 a 39 anos,10.7,%
UF,15,Pará,2019,Mulheres,40 a 59 anos,8.9,%
UF,15,Pará,2019,Mulheres,60 anos ou mais,5.6,%
UF,15,Pará,2022,Homens,15 anos ou mais,8.8,%
UF,15,Pará,2022,Homens,15 a 17 anos,8.6,%
UF,15,Pará,2022,Homens,18 a 29 anos,10.7,%
UF,15,Pará,2022,Homens,18 a 24 anos,10.7,%
UF,15,Pará,2022,Homens,25 anos ou mais,8.4,%
UF,15,Pará,2022,Homens,25 a 39 anos,10.1,%
UF,15,Pará,2022,Homens,40 a 59 anos,8.1,%
UF,15,Pará,2022,Homens,60 anos ou mais,5.2,%
UF,15,Pará,2022,Mulheres,15 anos ou mais,9.7,%
UF,15,Pará,2022,Mulheres,15 a 17 anos,9.1,%
UF,15,Pará,2022,Mulheres,18 a 29 anos,11.2,%
UF,15,Pará,2022,Mulheres,18 a 24 anos,11.3,%
UF,15,Pará,2022,Mulheres,25 anos ou mais,9.4,%
UF,15,Pará,2022,Mulheres,25 a 39 anos,11.0,%
UF,15,Pará,2022,Mulheres,40 a 59 anos,9.3,%
UF,15,Pará,2022,Mulheres,60 anos ou mais,6.1,%
UF,15,Pará,2023,Homens,15 anos ou mais,9.0,%
UF,15,Pará,2023,Homens,15 a 17 anos,8.6,%
UF,15,Pará,2023,Homens,18 a 29 anos,10.6,%
UF,15,Pará,2023,Homens,18 a 24 anos,10.8,%
UF,15,Pará,2023,Homens,25 anos ou mais,8.7,%
UF,15,Pará,2023,Homens,25 a 39 anos,10.4,%
UF,15,Pará,2023,Homens,40 a 59 anos,8.2,%
UF,15,Pará,2023,Homens,60 anos ou mais,5.6,%
UF,15,Pará,2023,Mulheres,15 anos ou mais,9.8,%
UF,15,Pará,2023,Mulheres,15 a 17 anos,9.0,%
UF,15,Pará,2023,Mulheres,18 a 29 anos,11.4,%
UF,15,Pará,2023,Mulheres,18 a 24 anos,11.5,%
UF,15,Pará,2023,Mulheres,25 anos ou mais,9.6,%
UF,15,Pará,2023,Mulheres,25 a 39 anos,11.3,%
UF,15,Pará,2023,Mulheres,40 a 59 anos,9.4,%
UF,15,Pará,2023,Mulheres,60 anos ou mais,6.6,%
UF,15,Pará,2024,Homens,15 anos ou mais,9.2,%
UF,15,Pará,2024,Homens,15 a 17 anos,8.7,%
UF,15,Pará,2024,Homens,18 a 29 anos,10.8,%
UF,15,Pará,2024,Homens,18 a 24 anos,10.9,%
UF,15,Pará,2024,Homens,25 anos ou mais,8.9,%
UF,15,Pará,2024,Homens,25 a 39 anos,10.6,%
UF,15,Pará,2024,Homens,40 a 59 anos,8.4,%
UF,15,Pará,2024,Homens,60 anos ou mais,5.7,%
UF,15,Pará,2024,Mulheres,15 anos ou mais,10.1,%
UF,15,Pará,2024,Mulheres,15 a 17 anos,8.9,%
UF,15,Pará,2024,Mulheres,18 a 29 anos,11.4,%
UF,15,Pará,2024,Mulheres,18 a 24 anos,11.7,%
UF,15,Pará,2024,Mulheres,25 anos ou mais,9.9,%
UF,15,Pará,2024,Mulheres,25 a 39 anos,11.6,%
UF,15,Pará,2024,Mulheres,40 a 59 anos,9.6,%
UF,15,Pará,2024,Mulheres,60 anos ou mais,6.7,%
UF,16,Amapá,2016,Homens,15 anos ou mais,9.6,%
UF,16,Amapá,2016,Homens,15 a 17 anos,8.4,%
UF,16,Amapá,2016,Homens,18 a 29 anos,10.9,%
UF,16,Amapá,2016,Homens,18 a 24 anos,11.0,%
UF,16,Amapá,2016,Homens,25 anos ou mais,9.4,%
UF,16,Amapá,2016,Homens,25 a 39 anos,10.6,%
UF,16,Amapá,2016,Homens,40 a 59 anos,9.1,%
UF,16,Amapá,2016,Homens,60 anos ou mais,5.3,%
UF,16,Amapá,2016,Mulheres,15 anos ou mais,10.1,%
UF,16,Amapá,2016,Mulheres,15 a 17 anos,9.3,%
UF,16,Amapá,2016,Mulheres,18 a 29 anos,10.8,%
UF,16,Amapá,2016,Mulheres,18 a 24 anos,11.2,%
UF,16,Amapá,2016,Mulheres,25 anos ou mais,10.0,%
UF,16,Amapá,2016,Mulheres,25 a 39 anos,11.4,%
UF,16,Amapá,2016,Mulheres,40 a 59 anos,9.6,%
UF,16,Amapá,2016,Mulheres,60 anos ou mais,6.1,%
UF,16,Amapá,2017,Homens,15 anos ou mais,9.5,%
UF,16,Amapá,2017,Homens,15 a 17 anos,8.3,%
UF,16,Amapá,2017,Homens,18 a 29 anos,10.5,%
UF,16,Amapá,2017,Homens,18 a 24 anos,10.7,%
UF,16,Amapá,2017,Homens,25 anos ou mais,9.4,%
UF,16,Amapá,2017,Homens,25 a 39 anos,10.6,%
UF,16,Amapá,2017,Homens,40 a 59 anos,8.7,%
UF,16,Amapá,2017,Homens,60 anos ou mais,6.5,%
UF,16,Amapá,2017,Mulheres,15 anos ou mais,10.5,%
UF,16,Amapá,2017,Mulheres,15 a 17 anos,8.5,%
UF,16,Amapá,2017,Mulheres,18 a 29 anos,11.3,%
UF,16,Amapá,2017,Mulheres,18 a 24 anos,11.6,%
UF,16,Amapá,2017,Mulheres,25 anos ou mais,10.4,%
UF,16,Amapá,2017,Mulheres,25 a 39 anos,11.6,%
UF,16,Amapá,2017,Mulheres,40 a 59 anos,10.3,%
UF,16,Amapá,2017,Mulheres,60 anos ou mais,5.7,%
UF,16,Amapá,2018,Homens,15 anos ou mais,9.6,%
UF,16,Amapá,2018,Homens,15 a 17 anos,8.1,%
UF,16,Amapá,2018,Homens,18 a 29 anos,11.0,%
UF,16,Amapá,2018,Homens,18 a 24 anos,11.1,%
UF,16,Amapá,2018,Homens,25 anos ou mais,9.3,%
UF,16,Amapá,2018,Homens,25 a 39 anos,10.8,%
UF,16,Amapá,2018,Homens,40 a 59 anos,8.9,%
UF,16,Amapá,2018,Homens,60 anos ou mais,5.3,%
UF,16,Amapá,2018,Mulheres,15 anos ou mais,10.3,%
UF,16,Amapá,2018,Mulheres,15 a 17 anos,9.1,%
UF,16,Amapá,2018,Mulheres,18 a 29 anos,11.4,%
UF,16,Amapá,2018,Mulheres,18 a 24 anos,11.5,%
UF,16,Amapá,2018,Mulheres,25 anos ou mais,10.2,%
UF,16,Amapá,2018,Mulheres,25 a 39 anos,11.5,%
UF,16,Amapá,2018,Mulheres,40 a 59 anos,10.3,%
UF,16,Amapá,2018,Mulheres,60 anos ou mais,5.6,%
UF,16,Amapá,2019,Homens,15 anos ou mais,9.8,%
UF,16,Amapá,2019,Homens,15 a 17 anos,8.8,%
UF,16,Amapá,2019,Homens,18 a 29 anos,11.5,%
UF,16,Amapá,2019,Homens,18 a 24 anos,11.3,%
UF,16,Amapá,2019,Homens,25 anos ou mais,9.4,%
UF,16,Amapá,2019,Homens,25 a 39 anos,10.8,%
UF,16,Amapá,2019,Homens,40 a 59 anos,9.3,%
UF,16,Amapá,2019,Homens,60 anos ou mais,5.5,%
UF,16,Amapá,2019,Mulheres,15 anos ou mais,10.4,%
UF,16,Amapá,2019,Mulheres,15 a 17 anos,9.1,%
UF,16,Amapá,2019,Mulheres,18 a 29 anos,11.5,%
UF,16,Amapá,2019,Mulheres,18 a 24 anos,11.6,%
UF,16,Amapá,2019,Mulheres,25 anos ou mais,10.2,%
UF,16,Amapá,2019,Mulheres,25 a 39 anos,11.4,%
UF,16,Amapá,2019,Mulheres,40 a 59 anos,10.4,%
UF,16,Amapá,2019,Mulheres,60 anos ou mais,6.0,%
UF,16,Amapá,2022,Homens,15 anos ou mais,10.1,%
UF,16,Amapá,2022,Homens,15 a 17 anos,8.4,%
UF,16,Amapá,2022,Homens,18 a 29 anos,10.8,%
UF,16,Amapá,2022,Homens,18 a 24 anos,11.2,%
UF,16,Amapá,2022,Homens,25 anos ou mais,10.0,%
UF,16,Amapá,2022,Homens,25 a 39 anos,11.5,%
UF,16,Amapá,2022,Homens,40 a 59 anos,9.8,%
UF,16,Amapá,2022,Homens,60 anos ou mais,6.2,%
UF,16,Amapá,2022,Mulheres,15 anos ou mais,10.7,%
UF,16,Amapá,2022,Mulheres,15 a 17 anos,9.0,%
UF,16,Amapá,2022,Mulheres,18 a 29 anos,11.5,%
UF,16,Amapá,2022,Mulheres,18 a 24 anos,12.0,%
UF,16,Amapá,2022,Mulheres,25 anos ou mais,10.7,%
UF,16,Amapá,2022,Mulheres,25 a 39 anos,12.3,%
UF,16,Amapá,2022,Mulheres,40 a 59 anos,10.6,%
UF,16,Amapá,2022,Mulheres,60 anos ou mais,6.6,%
UF,16,Amapá,2023,Homens,15 anos ou mais,10.3,%
UF,16,Amapá,2023,Homens,15 a 17 anos,9.0,%
UF,16,Amapá,2023,Homens,18 a 29 anos,11.0,%
UF,16,Amapá,2023,Homens,18 a 24 anos,11.3,%
UF,16,Amapá,2023,Homens,25 anos ou mais,10.2,%
UF,16,Amapá,2023,Homens,25 a 39 anos,11.8,%
UF,16,Amapá,2023,Homens,40 a 59 anos,9.9,%
UF,16,Amapá,2023,Homens,60 anos ou mais,6.6,%
UF,16,Amapá,2023,Mulheres,15 anos ou mais,10.8,%
UF,16,Amapá,2023,Mulheres,15 a 17 anos,8.9,%
UF,16,Amapá,2023,Mulheres,18 a 29 anos,11.5,%
UF,16,Amapá,2023,Mulheres,18 a 24 anos,12.1,%
UF,16,Amapá,2023,Mulheres,25 anos ou mais,10.8,%
UF,16,Amapá,2023,Mulheres,25 a 39 anos,12.5,%
UF,16,Amapá,2023,Mulheres,40 a 59 anos,10.7,%
UF,16,Amapá,2023,Mulheres,60 anos ou mais,6.6,%
UF,16,Amapá,2024,Homens,15 anos ou mais,10.1,%
UF,16,Amapá,2024,Homens,15 a 17 anos,8.5,%
UF,16,Amapá,2024,Homens,18 a 29 anos,10.9,%
UF,16,Amapá,2024,Homens,18 a 24 anos,11.3,%
UF,16,Amapá,2024,Homens,25 anos ou mais,10.1,%
UF,16,Amapá,2024,Homens,25 a 39 anos,11.4,%
UF,16,Amapá,2024,Homens,40 a 59 anos,9.8,%
UF,16,Amapá,2024,Homens,60 anos ou mais,7.0,%
UF,16,Amapá,2024,Mulheres,15 anos ou mais,10.9,%
UF,16,Amapá,2024,Mulheres,15 a 17 anos,8.9,%
UF,16,Amapá,2024,Mulheres,18 a 29 anos,11.6,%
UF,16,Amapá,2024,Mulheres,18 a 24 anos,11.9,%
UF,16,Amapá,2024,Mulheres,25 anos ou mais,10.8,%
UF,16,Amapá,2024,Mulheres,25 a 39 anos,12.2,%
UF,16,Amapá,2024,Mulheres,40 a 59 anos,11.1,%
UF,16,Amapá,2024,Mulheres,60 anos ou mais,7.1,%
UF,17,Tocantins,2016,Homens,15 anos ou mais,8.2,%
UF,17,Tocantins,2016,Homens,15 a 17 anos,8.5,%
UF,17,Tocantins,2016,Homens,18 a 29 anos,10.4,%
UF,17,Tocantins,2016,Homens,18 a 24 anos,10.3,%
UF,17,Tocantins,2016,Homens,25 anos ou mais,7.7,%
UF,17,Tocantins,2016,Homens,25 a 39 anos,9.6,%
UF,17,Tocantins,2016,Homens,40 a 59 anos,7.3,%
UF,17,Tocantins,2016,Homens,60 anos ou mais,3.6,%
UF,17,Tocantins,2016,Mulheres,15 anos ou mais,9.4,%
UF,17,Tocantins,2016,Mulheres,15 a 17 anos,9.3,%
UF,17,Tocantins,2016,Mulheres,18 a 29 anos,11.4,%
UF,17,Tocantins,2016,Mulheres,18 a 24 anos,11.2,%
UF,17,Tocantins,2016,Mulheres,25 anos ou mais,8.9,%
UF,17,Tocantins,2016,Mulheres,25 a 39 anos,10.7,%
UF,17,Tocantins,2016,Mulheres,40 a 59 anos,9.1,%
UF,17,Tocantins,2016,Mulheres,60 anos ou mais,4.0,%
UF,17,Tocantins,2017,Homens,15 anos ou mais,8.4,%
UF,17,Tocantins,2017,Homens,15 a 17 anos,8.8,%
UF,17,Tocantins,2017,Homens,18 a 29 anos,10.9,%
UF,17,Tocantins,2017,Homens,18 a 24 anos,10.9,%
UF,17,Tocantins,2017,Homens,25 anos ou mais,7.9,%
UF,17,Tocantins,2017,Homens,25 a 39 anos,10.1,%
UF,17,Tocantins,2017,Homens,40 a 59 anos,7.4,%
UF,17,Tocantins,2017,Homens,60 anos ou mais,3.8,%
UF,17,Tocantins,2017,Mulheres,15 anos ou mais,9.6,%
UF,17,Tocantins,2017,Mulheres,15 a 17 anos,9.6,%
UF,17,Tocantins,2017,Mulheres,18 a 29 anos,11.7,%
UF,17,Tocantins,2017,Mulheres,18 a 24 anos,11.7,%
UF,17,Tocantins,2017,Mulheres,25 anos ou mais,9.3,%
UF,17,Tocantins,2017,Mulheres,25 a 39 anos,11.4,%
UF,17,Tocantins,2017,Mulheres,40 a 59 anos,9.1,%
UF,17,Tocantins,2017,Mulheres,60 anos ou mais,4.3,%
UF,17,Tocantins,2018,Homens,15 anos ou mais,8.6,%
UF,17,Tocantins,2018,Homens,15 a 17 anos,8.9,%
UF,17,Tocantins,2018,Homens,18 a 29 anos,10.9,%
UF,17,Tocantins,2018,Homens,18 a 24 anos,10.9,%
UF,17,Tocantins,2018,Homens,25 anos ou mais,8.1,%
UF,17,Tocantins,2018,Homens,25 a 39 anos,10.5,%
UF,17,Tocantins,2018,Homens,40 a 59 anos,7.6,%
UF,17,Tocantins,2018,Homens,60 anos ou mais,4.2,%
UF,17,Tocantins,2018,Mulheres,15 anos ou mais,9.7,%
UF,17,Tocantins,2018,Mulheres,15 a 17 anos,9.3,%
UF,17,Tocantins,2018,Mulheres,18 a 29 anos,11.7,%
UF,17,Tocantins,2018,Mulheres,18 a 24 anos,11.9,%
UF,17,Tocantins,2018,Mulheres,25 anos ou mais,9.3,%
UF,17,Tocantins,2018,Mulheres,25 a 39 anos,11.7,%
UF,17,Tocantins,2018,Mulheres,40 a 59 anos,9.4,%
UF,17,Tocantins,2018,Mulheres,60 anos ou mais,4.2,%
UF,17,Tocantins,2019,Homens,15 anos ou mais,8.7,%
UF,17,Tocantins,2019,Homens,15 a 17 anos,8.9,%
UF,17,Tocantins,2019,Homens,18 a 29 anos,10.8,%
UF,17,Tocantins,2019,Homens,18 a 24 anos,10.9,%
UF,17,Tocantins,2019,Homens,25 anos ou mais,8.3,%
UF,17,Tocantins,2019,Homens,25 a 39 anos,10.6,%
UF,17,Tocantins,2019,Homens,40 a 59 anos,8.0,%
UF,17,Tocantins,2019,Homens,60 anos ou mais,4.3,%
UF,17,Tocantins,2019,Mulheres,15 anos ou mais,9.7,%
UF,17,Tocantins,2019,Mulheres,15 a 17 anos,9.5,%
