"Tabela 7128 - Pessoas de 14 anos ou mais de idade, por sexo e nível de instrução",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Total,6766.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Sem instrução,276.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Ensino fundamental incompleto ou equivalente,1502.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Ensino fundamental completo ou equivalente,508.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Ensino médio incompleto ou equivalente,611.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Ensino médio completo ou equivalente,1999.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Ensino superior incompleto ou equivalente,445.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2022,Mulheres,Superior completo,1425.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Total,6637.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Sem instrução,254.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Ensino fundamental incompleto ou equivalente,1663.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Ensino fundamental completo ou equivalente,568.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Ensino médio incompleto ou equivalente,609.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Ensino médio completo ou equivalente,1971.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Ensino superior incompleto ou equivalente,403.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Homens,Superior completo,1169.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Total,6914.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Sem instrução,276.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Ensino fundamental incompleto ou equivalente,1466.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Ensino fundamental completo ou equivalente,541.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Ensino médio incompleto ou equivalente,600.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Ensino médio completo ou equivalente,2018.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Ensino superior incompleto ou equivalente,445.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2023,Mulheres,Superior completo,1568.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Total,6669.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Sem instrução,215.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Ensino fundamental incompleto ou equivalente,1627.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Ensino fundamental completo ou equivalente,538.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Ensino médio incompleto ou equivalente,644.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Ensino médio completo ou equivalente,2008.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Ensino superior incompleto ou equivalente,430.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Homens,Superior completo,1206.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Total,7051.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Sem instrução,235.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Ensino fundamental incompleto ou equivalente,1444.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Ensino fundamental completo ou equivalente,522.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Ensino médio incompleto ou equivalente,593.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Ensino médio completo ou equivalente,2150.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Ensino superior incompleto ou equivalente,489.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,GR,5,Centro-Oeste,2024,Mulheres,Superior completo,1619.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Total,641.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Sem instrução,48.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Ensino fundamental incompleto ou equivalente,257.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Ensino fundamental completo ou equivalente,79.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Ensino médio incompleto ou equivalente,55.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Ensino médio completo ou equivalente,139.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Ensino superior incompleto ou equivalente,22.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Homens,Superior completo,42.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Total,650.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Sem instrução,50.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Ensino fundamental incompleto ou equivalente,212.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Ensino fundamental completo ou equivalente,68.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Ensino médio incompleto ou equivalente,57.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Ensino médio completo ou equivalente,159.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Ensino superior incompleto ou equivalente,35.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2016,Mulheres,Superior completo,69.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Total,665.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Sem instrução,42.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Ensino fundamental incompleto ou equivalente,268.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Ensino fundamental completo ou equivalente,70.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Ensino médio incompleto ou equivalente,70.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Ensino médio completo ou equivalente,142.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Ensino superior incompleto ou equivalente,25.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Homens,Superior completo,49.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Total,660.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Sem instrução,44.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Ensino fundamental incompleto ou equivalente,224.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Ensino fundamental completo ou equivalente,58.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Ensino médio incompleto ou equivalente,52.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Ensino médio completo ou equivalente,171.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Ensino superior incompleto ou equivalente,36.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2017,Mulheres,Superior completo,75.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Total,671.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Sem instrução,40.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Ensino fundamental incompleto ou equivalente,258.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Ensino fundamental completo ou equivalente,64.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Ensino médio incompleto ou equivalente,69.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Ensino médio completo ou equivalente,160.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Ensino superior incompleto ou equivalente,28.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Homens,Superior completo,52.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Total,685.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Sem instrução,42.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Ensino fundamental incompleto ou equivalente,223.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Ensino fundamental completo ou equivalente,67.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Ensino médio incompleto ou equivalente,56.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Ensino médio completo ou equivalente,175.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Ensino superior incompleto ou equivalente,42.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2018,Mulheres,Superior completo,81.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Total,683.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Sem instrução,32.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Ensino fundamental incompleto ou equivalente,259.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Ensino fundamental completo ou equivalente,62.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Ensino médio incompleto ou equivalente,64.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Ensino médio completo ou equivalente,171.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Ensino superior incompleto ou equivalente,40.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Homens,Superior completo,55.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Total,697.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Sem instrução,38.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Ensino fundamental incompleto ou equivalente,219.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Ensino fundamental completo ou equivalente,53.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Ensino médio incompleto ou equivalente,73.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Ensino médio completo ou equivalente,179.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Ensino superior incompleto ou equivalente,47.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2019,Mulheres,Superior completo,89.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Total,707.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Sem instrução,42.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Ensino fundamental incompleto ou equivalente,234.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Ensino fundamental completo ou equivalente,65.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Ensino médio incompleto ou equivalente,72.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Ensino médio completo ou equivalente,196.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Ensino superior incompleto ou equivalente,28.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Homens,Superior completo,69.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Total,742.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Sem instrução,46.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Ensino fundamental incompleto ou equivalente,201.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Ensino fundamental completo ou equivalente,58.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Ensino médio incompleto ou equivalente,64.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Ensino médio completo ou equivalente,209.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Ensino superior incompleto ou equivalente,38.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2022,Mulheres,Superior completo,125.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Total,734.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Sem instrução,50.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Ensino fundamental incompleto ou equivalente,238.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Ensino fundamental completo ou equivalente,70.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Ensino médio incompleto ou equivalente,83.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Ensino médio completo ou equivalente,195.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Ensino superior incompleto ou equivalente,28.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Homens,Superior completo,69.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Total,749.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Sem instrução,47.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Ensino fundamental incompleto ou equivalente,213.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Ensino fundamental completo ou equivalente,51.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Ensino médio incompleto ou equivalente,71.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Ensino médio completo ou equivalente,210.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Ensino superior incompleto ou equivalente,39.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2023,Mulheres,Superior completo,119.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Total,738.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Sem instrução,45.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Ensino fundamental incompleto ou equivalente,227.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Ensino fundamental completo ou equivalente,71.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Ensino médio incompleto ou equivalente,74.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Ensino médio completo ou equivalente,214.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Ensino superior incompleto ou equivalente,27.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Homens,Superior completo,80.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Total,757.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Sem instrução,50.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Ensino fundamental incompleto ou equivalente,193.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Ensino fundamental completo ou equivalente,58.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Ensino médio incompleto ou equivalente,56.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Ensino médio completo ou equivalente,229.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Ensino superior incompleto ou equivalente,40.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,11,Rondônia,2024,Mulheres,Superior completo,131.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Total,291.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Sem instrução,33.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Ensino fundamental incompleto ou equivalente,100.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Ensino fundamental completo ou equivalente,32.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Ensino médio incompleto ou equivalente,29.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Ensino médio completo ou equivalente,62.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Ensino superior incompleto ou equivalente,14.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Homens,Superior completo,22.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Total,301.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Sem instrução,26.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Ensino fundamental incompleto ou equivalente,87.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Ensino fundamental completo ou equivalente,31.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Ensino médio incompleto ou equivalente,30.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Ensino médio completo ou equivalente,73.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Ensino superior incompleto ou equivalente,18.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2016,Mulheres,Superior completo,36.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Total,303.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Sem instrução,31.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Ensino fundamental incompleto ou equivalente,101.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Ensino fundamental completo ou equivalente,34.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Ensino médio incompleto ou equivalente,30.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Ensino médio completo ou equivalente,66.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Ensino superior incompleto ou equivalente,16.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Homens,Superior completo,25.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Total,309.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Sem instrução,26.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Ensino fundamental incompleto ou equivalente,89.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Ensino fundamental completo ou equivalente,31.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Ensino médio incompleto ou equivalente,27.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Ensino médio completo ou equivalente,80.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Ensino superior incompleto ou equivalente,17.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2017,Mulheres,Superior completo,39.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Total,307.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Sem instrução,30.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Ensino fundamental incompleto ou equivalente,102.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Ensino fundamental completo ou equivalente,31.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Ensino médio incompleto ou equivalente,27.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Ensino médio completo ou equivalente,72.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Ensino superior incompleto ou equivalente,17.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Homens,Superior completo,28.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Total,313.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Sem instrução,26.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Ensino fundamental incompleto ou equivalente,93.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Ensino fundamental completo ou equivalente,29.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Ensino médio incompleto ou equivalente,26.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Ensino médio completo ou equivalente,76.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Ensino superior incompleto ou equivalente,20.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2018,Mulheres,Superior completo,43.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Total,316.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Sem instrução,31.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Ensino fundamental incompleto ou equivalente,99.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Ensino fundamental completo ou equivalente,30.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Ensino médio incompleto ou equivalente,30.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Ensino médio completo ou equivalente,79.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Ensino superior incompleto ou equivalente,15.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Homens,Superior completo,32.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Total,326.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Sem instrução,26.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Ensino fundamental incompleto ou equivalente,92.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Ensino fundamental completo ou equivalente,32.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Ensino médio incompleto ou equivalente,25.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Ensino médio completo ou equivalente,84.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Ensino superior incompleto ou equivalente,17.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2019,Mulheres,Superior completo,51.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2022,Homens,Total,335.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2022,Homens,Sem instrução,28.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2022,Homens,Ensino fundamental incompleto ou equivalente,99.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2022,Homens,Ensino fundamental completo ou equivalente,28.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,12,Acre,2022,Homens,Ensino médio incompleto ou equivalente,32.0,Mil pessoas
